序号,楼盘ID,楼盘名称,楼盘地址（到门牌号）,经纬度,物业名称,楼盘交付时间,入住户数,预计投放点位数,实际安装点位,"房价
（元/m2）",主力户型面积,目前开发状态,需解决的问题,城市
183,,雍江翠湖,重庆市瑞天路51号,"106.514801,29.557113",上海丰诚物业管理有限公司重庆分公司,2009,1346,3,,17874,123,已接洽未签约,,重庆
184,,金悦熙城,横街与盘龙正街交汇处(金悦熙城站旁),"106.507689,29.514512",北京金融街第一太平戴维斯物业管理有限公司重庆分公司,2016,990,2,,11670,70,已接洽未签约,,重庆
185,,东原D7,重庆市江北区鸿恩寺红石路段,"106.504478,29.574517",重庆新东原物业管理有限公司,2012,6438,13,9,15168,122,已经安装,,重庆
186,,东原D8公馆,重庆市江北区鸿恩寺红石路段（大石坝公交站点旁）,"106.500475,29.575172",重庆新东原物业管理有限公司,2014,2230,4,3,14297,45,已经安装,,重庆
187,,融景城澜岸,重庆市江北区北城路145号,"106.563718,29.577482",北京金融街第一太平戴维斯物业管理有限公司重庆分公司,2015,684,1,1,17275,110,已经安装,,重庆
188,,"融景城郦苑

 
",重庆市江北区北城3路65号,"106.565555,29.5799",北京金融街第一太平戴维斯物业管理有限公司重庆分公司,2015,1760,4,3,15857,151.7,已经安装,,重庆
189,,融景城尚峰,重庆市建新东路78-附2号附近,"106.562698,29.581707",北京金融街第一太平戴维斯物业管理有限公司重庆分公司,2015,2030,4,3,17742,95,已经安装,,重庆
190,,融景城·朗峰,重庆市建新东路78号附2号,"106.56133,29.581345",北京金融街第一太平戴维斯物业管理有限公司重庆分公司,2015,1026,2,,16978,68,已接洽未签约,,重庆
191,,融景城锦峰,重庆市江北区北城四路111号,"106.564587,29.581412",北京金融街第一太平戴维斯物业管理有限公司重庆分公司,2016,948,2,2,15045,153,已经安装,,重庆
192,,煤建大厦,重庆市渝中区大平马家堡煤建新村91号,"106.521334,29.542321",重庆盛迪亚物业管理有限公司,2005,240,1,1,11115,86,已经签约,,重庆
193,,怡景大厦,重庆市渝中区临江门20号,"106.578895,29.56701",重庆深联物业管理有限公司,2000,1358,3,,8951,89,已接洽未签约,,重庆
194,,临江佳园,渝中区李子坝正街168号,"106.528349,29.555432",重庆鼎杰物业管理有限公司,2008,1628,3,,10671,87,尚未接洽谈判,,重庆
195,,畔江楼,重庆市李子坝正街113号,"106.53363,29.555753",重庆森都物业管理有限公司,2000,236,1,,7818,88,尚未接洽谈判,,重庆
196,,长帆·江岸公馆,重庆市李子坝正街159号,"106.533055,29.555246",重庆赛维嘉物业管理有限公司,2010,837,2,,12313,58,尚未接洽谈判,,重庆
197,,春语江山,重庆市两路口鹅岭下徐家坡43号（重庆建委旁）,"106.543434,29.551652",重庆云峰物业管理有限公司,2012,1253,3,,14293,60,尚未接洽谈判,,重庆
198,,江屿朗廷,重庆市渝中区菜袁路168号,"106.534664,29.542789",重庆市江宇物业管理有限公司渝中分公司,2013,5331,11,,14909,84,已接洽未签约,,重庆
199,,金悦城,重庆市沙坪坝小杨公桥108号(阳光水城北侧),"106.454815,29.574427",北京金融街第一太平戴维斯物业管理有限公司重庆分公司,2012,2098,4,6,12291,95,已经安装,,重庆
200,,东方家园,重庆市江北区华新村360号,"106.5377,29.569761",富恒物业,2001,2683,5,,10672,102,已接洽未签约,,重庆
201,,东方剑桥,重庆市沙坪坝区大学城中路17、19号,"106.312222,29.593597",富恒物业,2013,1942,4,,8583,49,已接洽未签约,,重庆
202,,大川壹江城,重庆市江北区曦城4栋5-7,"106.473237,29.590196",大川物业,2013,3066,6,8,12032,80,已经安装,,重庆
203,,大川花园,重庆市沙坪坝区大杨公桥106号,"106.454926,29.567996",大川物业,2003,944,2,,10172,78,已接洽未签约,,重庆
204,,大川水岸,重庆市江北区石马河高家花园大桥桥头大川水岸中心处,"106.47332,29.587556",大川物业,2005,482,1,,10006,85,已经签约,,重庆
205,,雍江翠湖天地,重庆市化龙桥瑞天路150号重庆新天地AG02号,"106.51598,29.558945",丰诚物业,2017,936,2,,17884,35,已接洽未签约,,重庆
206,,上品拾陆,重庆市五黄路兴盛大道33号(黄泥磅),"106.551528,29.595993",上品物业,2007,4819,10,10,14679,88,已经安装,,重庆
207,,加州城市花园,重庆市渝北区红锦大道25号,"106.525437,29.59925",加州物业,2003,2694,5,,11285,141,已接洽未签约,,重庆
208,,加州花园,重庆市渝北区红锦大道25号,"106.525437,29.59925",加州物业,1997,3760,8,,9163,130,已接洽未签约,,重庆
209,,中渝春华秋实,重庆市沙坪坝区大学城思贤路17号,"106.327608,29.59285",加州物业,2013,4175,8,,9911,86,已接洽未签约,,重庆
210,,羲城蓝湾,重庆市沙坪坝区思贤路20号,"106.32063,29.594953",小康物业,2012,775,2,,8693,91,已接洽未签约,,重庆
211,,隆鑫天雨方,重庆市沙坪坝区石小路60号,"106.474803,29.555487",隆鑫物业,2012,2621,5,,19257,93,已接洽未签约,,重庆
212,,大川滨水城,重庆市江北区北滨一路,"106.468497,29.592555",大川物业,2017,711,1,,11166,84,已经签约,,重庆
213,,大川家园,沙坪坝杨公桥白鹤岭2号,"106.459227,29.571638",大川物业,2000,167,1,,9123,88,已经签约,,重庆
214,,大川水岸菲尔小城,重庆市江北区大川水岸82号,"106.475653,29.588999",大川物业,2007,706,1,,11053,77,已接洽未签约,,重庆
215,,东方港湾,重庆市江北区大石坝石门渝江村(石门大桥北桥头) ,"106.488018,29.571965",富恒物业,2005,3206,6,,9882,105,已接洽未签约,,重庆
216,,东方明珠,北滨路渝江村300号A宗(石门大桥桥头石门车站旁),"106.490218,29.571947",富恒物业,2013,1393,3,,16521,53,已接洽未签约,,重庆
217,,华宇金沙港湾,沙滨路13号,"106.48403,29.56344",重庆华宇物业服务有限公司,2003,3464,7,,10452,160,已接洽未签约,,重庆
218,,华宇北国风光,重庆市江北区建新西路52号,"106.515681,29.564946",重庆华宇物业服务有限公司,2007,4631,9,,12547,120,已接洽未签约,,重庆
219,,华宇金沙时代,沙滨路13号,"106.48403,29.56344",重庆华宇物业服务有限公司,2012,1254,3,,14252,82,已接洽未签约,,重庆
220,,华宇金沙东岸,重庆市沙坪坝区沙滨路8号,"106.491221,29.558605",重庆华宇物业服务有限公司,2015,1056,2,,13295,56,已接洽未签约,,重庆
221,,龙湖拉特芳斯,重庆市沙坪坝区土主镇一纵线首创·光和城东北,"106.375116,29.616923",龙湖物业服务集团有限公司,2014,1492,3,,12623,102,已接洽未签约,,重庆
222,,龙湖U城星座,重庆沙坪坝区大学城虎溪校区熙街28号楼,"106.309635,29.608879",龙湖物业服务集团有限公司,2015,3104,6,,11654,71,已接洽未签约,,重庆
223,,龙湖U城一期,重庆市沙坪坝区大学城北路92号,"106.300855,29.614299",龙湖物业服务集团有限公司,2015,4554,9,,10864,48,已接洽未签约,,重庆
224,,龙湖U城观蓝,重庆市沙坪坝区学智路900号,"106.296339,29.608286",龙湖物业服务集团有限公司,2015,3200,6,,11905,81,已接洽未签约,,重庆
225,,龙湖U城听蓝时光,大学城北路183号,"106.295738,29.611023",龙湖物业服务集团有限公司,2016,1113,2,,12637,71,已接洽未签约,,重庆
226,,龙湖春森彼岸,重庆市江北区北滨一路258号,"106.558137,29.577272",龙湖物业服务集团有限公司,2012,3647,7,,18589,88,已接洽未签约,,重庆
227,,金阳易诚国际,天星桥凤天大道33号,"106.464034,29.540159",碧桂园金阳物业,2007,2176,4,,12971,107,已接洽未签约,,重庆
228,,光华阳光水城,重庆市沙坪坝区杨公桥118号(杨公桥车站旁),"106.453277,29.571944",光华物业,2006,3533,7,,11987,143,已接洽未签约,,重庆
229,,华宇林泉雅舍,小杨公桥168号,"106.451016,29.569507",重庆华宇物业服务有限公司,2006,2624,5,,10563,92,已接洽未签约,,重庆
230,,国盛三千城,磁建村88号三千城附近,"106.45788,29.579709",国强物业,2014,4409,9,,11645,88,已接洽未签约,,重庆
231,,九鼎名都,沙坪坝区大水井1号(红岩魂广场旁),"106.452258,29.580415",明仁物业,2012,1638,3,,11282,42,尚未接洽谈判,,重庆
232,,欧鹏K城,江北区金源路66号君豪大酒店对面,"106.536173,29.568136",欧鹏物业,2007,1178,2,,14528,66,已接洽未签约,,重庆
233,,欧鹏泊雅湾,重庆沙坪坝区大学城西路学智路651号,"106.291492,29.595053",欧鹏物业,2013,2724,5,,9143,87,已接洽未签约,,重庆
234,,宝嘉花与山,沙坪坝大学城西路(重庆大学虎溪花园旁),"106.293128,29.599652",重庆嘉筑物业,2016,3079,6,,9084,65,尚未接洽谈判,,重庆
235,,协信城立方,沙坪坝大学城东路9号(重庆科技学院前100米),"106.321342,29.58833",协信物业,2018,3531,7,,9435,70,已接洽未签约,,重庆
236,,富力海洋广场,观音桥北城天街15号,"106.543922,29.588424",富力物业,2007,1560,3,,15904,128,已接洽未签约,,重庆
237,,融城华府,大学城东路66号,"106.329686,29.615751",北京金融街第一太平戴维斯物业管理有限公司重庆分公司,2011,532,1,,10755,203,尚未接洽谈判,,重庆
238,,都市丽景,重庆市渝中区临江门46号,"106.576726,29.566251",重庆年丰物业管理服务有限公司,2003,248,1,,9084,102,尚未接洽谈判,,重庆
239,,圣地大厦（渝中区）,重庆市渝中区嘉陵江滨江路118号,"106.578996,29.567594",重庆圣地物业管理有限公司,2002,312,1,,9669,79,尚未接洽谈判,,重庆
240,,华庭嘉园,重庆市渝中区嘉陵江滨江路131号,"106.57798,29.567544",重庆市隆信行物业管理有限责任公司（华庭嘉园管理处）,2000,557,1,,10802,212,尚未接洽谈判,,重庆
241,,钱塘玫瑰湾,重庆市渝中区长江一路52号,"106.544558,29.553208",重庆深国贸物业管理有限公司,2006,1678,3,,10562,86,尚未接洽谈判,,重庆
242,81167,达美城市花园,重庆市渝中区民生路502车站（原新华日报旧址下行30米）,"106.575769,29.564332",重庆融捷物业管理有限公司,2000,1065,2,3,10429,78,已经安装,,重庆
243,,民生商厦,重庆市渝中区民生路181号,"106.578562,29.563218",重庆市靖立物业发展有限责任公司,2007,504,1,,13704,135,尚未接洽谈判,,重庆
244,,巴蜀俊秀,重庆市渝中区北区路51号-2-3,"106.56949,29.568357",重庆唯仁物业管理有限公司巴蜀俊秀管理处,2004,403,1,,11995,108,尚未接洽谈判,,重庆
245,,巴蜀剑桥,重庆市渝中区巴蜀路8号,"106.56733,29.568473",重庆市靖立物业发展有限责任公司,2006,442,1,,20366,97,尚未接洽谈判,,重庆
246,,盛世嘉园,重庆市渝中区北区路55号,"106.568291,29.569279",重庆市旷觉物业管理有限公司,2001,157,1,,9647,96,尚未接洽谈判,,重庆
247,,铂蓝地小区,重庆市渝中区和平路156号,"106.576531,29.560296",重庆泽鸿物业管理有限公司（石油大厦管理处）,2007,597,1,,14467,61,尚未接洽谈判,,重庆
248,,康德国际,重庆市渝中区单巷子88号,"106.522924,29.549146",重庆市康德物业管理有限公司,2014,942,2,,16488,101,尚未接洽谈判,,重庆
249,,御景江山,重庆市渝中区棉花街19号,"106.588687,29.569077",重庆远大物业管理有限公司,1999,752,2,,12093,72,尚未接洽谈判,,重庆
250,,龙湖时代天街,重庆市渝中区长江二路174号,"106.51972,29.542375",龙湖物业服务集团有限公司,2012,1736,3,,200075,37,尚未接洽谈判,,重庆
251,,卡萨国际公寓,重庆市渝中区华1路1号,"106.575642,29.566668",重庆深国贸物业管理有限公司,2007,832,2,,12397,62,尚未接洽谈判,,重庆
252,,重庆总部城,重庆市渝中区经纬大道780号,"106.507145,29.551199",重庆海阔企业服务有限公司,2012,1286,3,2,15465,86,已经安装,,重庆
253,,高九领地,重庆市新影村18号,"106.509695,29.550241",重庆置信物业管理有限公司,2007,363,1,,10168,118,尚未接洽谈判,,重庆
254,,兰波红城丽景,重庆市渝中区长江二路39号,"106.53182,29.546137",成都中南物业服务有限公司重庆分公司,2006,3349,7,,11562,147,尚未接洽谈判,,重庆
255,,万科金色悦城,重庆市沙坪坝区凤鸣山300号,"106.457203,29.522078",万科物业,2017,4325,9,,13483,95,尚未接洽谈判,,重庆
256,,万科锦程,重庆市渝中区大坪正街160号,"106.511873,29.544078",万科物业,2014,7293,15,,18638,99,尚未接洽谈判,,重庆
257,,万科御澜道,江北区新溉大道与海尔路交汇处东南角(鲁能巴蜀中学下行300米),"106.575434,29.600969",万科物业,2017,156,1,,18469,179,尚未接洽谈判,,重庆
258,,万科悦湾,重庆市江北区北滨路西宏帆路135号,"106.482086,29.614456",万科物业,2016,5553,11,,15536,77,尚未接洽谈判,,重庆
259,,协信阿卡迪亚,重庆市渝中区石油路102号,"106.495935,29.553727",协信物业,2012,1233,2,,13037,76,尚未接洽谈判,,重庆
260,,旭阳台北城,大学城南一路与思贤路交叉口西南150米,"106.305023,29.588293",恒大物业,2017,2850,6,,8981,78,尚未接洽谈判,,重庆
261,,财信拉菲公馆,沙坪坝沙滨路11号（金沙港湾附近）,"106.485376,29.563704",财信物业,2014,260,1,,13023,75,尚未接洽谈判,,重庆
262,,财信弗瑞登,重庆市江北区红黄路1号,"106.534275,29.590857",财信物业,2007,611,1,,15732,70,尚未接洽谈判,,重庆
263,,财信城市国际,渝北龙溪镇街道金龙路259号(原电子校用地),"106.523904,29.597111",财信物业,2011,3175,6,,16203,50,尚未接洽谈判,,重庆
264,,财信渝中城,重庆市渝中区解放碑七星岗上海一百楼上 ,"106.572006,29.562471",财信物业,2017,2962,6,,17821,128,尚未接洽谈判,,重庆
265,,财信沙滨城市,沙滨路11号(肿瘤医院附近),"106.487556,29.561392 ",财信物业,2017,1270,3,,14415,115,尚未接洽谈判,,重庆
266,,隆鑫花漾汇,重庆市沙坪坝区西永大道14号(西永收费站旁),"106.390544,29.602879",隆鑫物业,2015,1516,3,,7466,76,已接洽未签约,,重庆
267,,首创光合城,西欣路附近,"106.373112,29.612706",首万物业,2017,4280,9,,10541,76,尚未接洽谈判,,重庆
268,,首创鸿恩中心,重庆市江北区首创鸿恩国际生活区,"106.506457,29.576693",首万物业,2016,1732,3,,13816,44,尚未接洽谈判,,重庆
269,,首创德尔菲谷,重庆市江北区红石路98号（鸿恩寺公园旁）,"106.505856,29.577468",首万物业,2015,278,1,,15979,204,尚未接洽谈判,,重庆
270,,首创城,重庆市沙坪坝区双碑首创城(奋发路东),"106.457126,29.609716",首万物业,2017,2704,5,,12184,57,尚未接洽谈判,,重庆
271,,保利观塘一期,重庆市南岸区二塘路79号附12号,"106.566393,29.496237",保利重庆物业管理有限公司,2016,1073,6,6,16801,90,已经安装,,重庆
272,101840,东原翡翠明珠,重庆市南岸区经济技术开发区光电路18号,"106.553259,29.528867",重庆万友康年物业管理有限公司,2011,3499,10,10,18140,86,已经安装,,重庆
273,34827,峰墅,重庆市南岸区南滨路弹子石段(朝天门大桥南桥头旁),"106.594934,29.601954",中海物业管理有限公司重庆分公司,2017年10月底,700,2,2,21457,340,已经安装,,重庆
274,,国际社区观园二期,重庆市弹子石福民路38号,"106.600393,29.602621",中海物业管理有限公司重庆分公司,2012,3052,7,7,19286,74,已经安装,,重庆
275,98494,和泓南山道,重庆南岸区海棠溪敦厚街36号(江南体育中心旁),"106.596027,29.5466",重庆和泓物业服务有限公司,2010年12月,4140,4,4,13416,80,已经安装,,重庆
276,98732,和泓阳光,重庆市南岸区桃源路160号,"106.553761,29.519994",重庆和泓物业服务有限公司,2014年6月,1300,1,1,122238,70,已经安装,,重庆
277,,江南国际新城,重庆市四公里学府大道2号,"106.580892,29.521258",重庆市渝港物业管理有限公司,2006,1480,4,4,13379,113,已经安装,,重庆
278,21149,江南丽景,重庆市南岸区辅仁路18号,"106.586435,29.538071",重庆市渝港物业管理有限公司,2008,890,2,2,11589,80,已经安装,,重庆
279,21172,江南香郡,南岸区辅向路8号,"106.585425,29.530774",重庆市渝港物业管理有限公司,2012,1000,2,2,1200,80,已经安装,,重庆
280,96751,江御,重庆市南岸区腾龙大道23号,"106.599161,29.59845",中海物业管理有限公司重庆分公司,2013,946,3,3,17800,90,已经安装,,重庆
281,,金辉城春上南滨,重庆市南岸区铜元局正街,"106.550799,29.54122",北京金辉锦江物业服务有限公司重庆分公司,2015,1922,4,4,16000,75,已经安装,,重庆
282,,金辉苹果城,南岸经开区兰花路16号,"106.571728,29.51021",北京金辉锦江物业服务有限公司重庆分公司,2008,2600,1,1,13978,118,已经安装,,重庆
283,,金辉融侨半岛彩虹道,重庆市南岸区铜元局明佳路融融香弥山1号对面,"106.554827,29.535126",北京金辉锦江物业服务有限公司重庆分公司,2010,626,1,1,14384,73,已经安装,,重庆
284,,金辉融侨半岛风临洲A区,南岸铜元局明佳路33号,"106.543188,29.5303",北京金辉锦江物业服务有限公司重庆分公司,2003,646,1,1,10413,108,已经安装,,重庆
285,,金辉融侨半岛风临洲B区,重庆市南岸区铜元局金辉融侨半岛风临洲B3区,"106.546717,29.531883",北京金辉锦江物业服务有限公司重庆分公司,2004,1419,4,4,11141,137,已经安装,,重庆
286,,金辉融侨半岛香弥山1号,重庆市南岸区重庆经开区双峰山路6号,"106.555024,29.537467",北京金辉锦江物业服务有限公司重庆分公司,2008,1734,2,2,12088,119,已经安装,,重庆
287,,金辉融侨半岛香弥山2号,重庆市南岸区融侨半岛云满庭B区前面双峰山路8号,"106.55453,29.536688",北京金辉锦江物业服务有限公司重庆分公司,2008,1993,2,2,13477,70,已经安装,,重庆
288,,金辉融侨城江云渡,重庆南岸区金辉半岛风临路（南开融侨中学对面）,"106.543306,29.532732",北京金辉锦江物业服务有限公司重庆分公司,2010,733,1,1,15742,114,已经安装,,重庆
289,,金辉融侨城云满庭D区,重庆市南岸区铜元局融侨半岛香弥山2号,"106.551627,29.534983",北京金辉锦江物业服务有限公司重庆分公司,2008,586,1,1,11064,147,已经安装,,重庆
290,,锦丰汇,南坪光电路28号,"106.548755,29.528518",重庆奇骑物业服务有限公司,2007,522,1,1,8790,148,已经安装,,重庆
291,,聚丰花园,重庆市南岸区经济技术开发区南湖路14号,"106.560564,29.524702",重庆聚泽物业管理有限公司,2002,439,1,1,8000,148,已经安装,,重庆
292,,聚丰江山汇,重庆市南岸区涂山路466附1号,"106.605473,29.57639",重庆聚泽物业管理有限公司,2013,1190,1,1,10000,86,已经安装,,重庆
293,,聚丰江山里,重庆市南岸区海棠新街1号,"106.596442,29.548958",重庆聚泽物业管理有限公司,2008,1900,1,1,11000,138,已经安装,,重庆
294,,聚丰苑,重庆市南岸区江南大道23号1幢,"106.577749,29.531591",重庆聚泽物业管理有限公司,2008,228,1,1,11000,90,已经安装,,重庆
295,21191,明发尚都国际,重庆市南岸区南坪镇辅仁路6号 ,"106.581513,29.531726",重庆市渝港物业管理有限公司,2009,899,1,1,13279,74,已经安装,,重庆
296,,融侨城二期花样派,重庆市南岸风临路21号,"106.55037,29.536546",北京金辉锦江物业服务有限公司重庆分公司,2015,2156,5,5,16239,109,已经安装,,重庆
297,,融侨城花湖汀A区,重庆市南岸区风临路17号,"106.548423,29.534116",北京金辉锦江物业服务有限公司重庆分公司,2012,666,1,1,18838,176,已经安装,,重庆
298,,融侨城花漫庭,重庆市南岸区风临路5号,"106.545083,29.533191",北京金辉锦江物业服务有限公司重庆分公司,2012,2569,5,5,15007,107,已经安装,,重庆
299,,首钻,重庆市南岸区腾龙大道27号,"106.601322,29.598352",中海物业管理有限公司重庆分公司,2012,1394,3,3,8507,50,已经安装,,重庆
300,,亚太商谷,重庆市南岸区亚太路1号,"106.565664,29.540146",重庆亚太商谷物业管理有限公司,2008,7071,9,0,12637,54,已经签约,,重庆
301,,阳光100国际新城,重庆市南岸区南滨路(朝天门广场长江对岸),"106.600972,29.576226",重庆兰博世家酒店物业服务有限公司,2016,4450,11,11,28890,121,已经安装,,重庆
302,81195,阳光华庭,重庆市南岸区福红路48号,"106.582724,29.544149",重庆洋世达物业管理有限公司,2001,3660,10,10,10936,136,已经安装,,重庆
303,81272,阳光汇,重庆市南岸区福红路58号,"106.579889,29.542931",重庆洋世达物业管理有限公司,2008,1266,4,4,11000,93,已经安装,,重庆
304,81307,阳光南滨,重庆市南岸区南坪宏声路46号,"106.579555,29.540929",重庆洋世达物业管理有限公司,2008,1500,5,5,11046,96,已经安装,,重庆
305,,芸峰天梭派,重庆市南岸区丹龙路88号,"106.561876,29.518704",重庆岭寓物业管理有限公司,2011,1789,3,3,13000,56,已经安装,,重庆
306,,重庆蓝光coco时代,重庆市南岸区腾龙大道38号,"106.603879,29.598497",重庆嘉宝管理顾问有限公司,2015,4100,9,9,18243,53,已经安装,,重庆
307,,巨成龙湾,重庆市南岸区青龙路8号附113号,"106.565162,29.519055",重庆巨成物业管理有限公司,2009,2751,5,0,12841,77,尚未接洽谈判,等待物业方内部审批流程,重庆
308,,渝能国际,南岸区学府大道51号（工商大学旁）,"106.581835,29.505318",重庆渝能物业管理有限公司,2007,4566,9,0,12421,80,已接洽未签约,无法提供增值税专用发票,重庆
309,,东原檀香山,重庆市南岸区白鹤路108号(麦德龙车行对面）,"106.56486,29.520446",重庆新东原物业管理有限公司,2005,1188,2,0,13962,90,已接洽未签约,,重庆
310,,恒基翔龙江畔,重庆市南岸区南滨西路28号(兰花路社区公园旁),"106.558,29.512672",北京市均豪物业管理股份有限公司重庆分公司,2013,3056,6,0,14414,88,尚未接洽谈判,,重庆
311,,美堤雅城A区,重庆市南岸区汇龙路66号(美堤雅城),"106.56208,29.509022",成都金房物业管理有限公司重庆分公司,2003,1269,2,0,11876,97,已经签约,,重庆
312,,雅居乐国际花园,重庆市南岸经开区江南大学城汇龙路55号,"106.566503,29.507776",雅居乐物业管理服务有限公司重庆分公司,2011,3269,6,0,15389,136,已经签约,,重庆
313,,武夷滨江,重庆市南岸区南滨路109号,"106.601424,29.565913",重庆泓山物业管理有限公司,2012,2061,4,0,13807,125,尚未接洽谈判,,重庆
314,,罗马假日,重庆市南岸区经济技术开发区青龙路36号,"106.569116,29.519288",重庆金阳骑龙山庄物业管理有限公司,2007,2942,5,0,12364,73,已接洽未签约,,重庆
315,,南滨印象,重庆市南岸区宏声路36号,"106.57893,29.539309",重庆远大物业管理有限公司,2003,1024,2,0,10696,107,尚未接洽谈判,,重庆
316,,康德国会山,重庆市南岸区辅仁路8号,"106.58479,29.533579",重庆康德物业管理有限公司,2008,6649,13,0,14509,45,尚未接洽谈判,,重庆
317,,贝迪新城三期,重庆市南坪珊瑚路1号,"106.573095,29.531997",重庆贝迪物业管理公司,2005,1105,2,0,15246,95,尚未接洽谈判,,重庆
318,,东原1891,重庆市南岸区南滨路80号,"106.595381,29.550899",重庆新东原物业管理有限公司,2016,802,1,0,17383,49,已接洽未签约,,重庆
319,,美堤雅城B区,重庆市南岸区经济开发区汇龙路68号,"106.56231,29.506363",成都金房物业管理有限公司重庆分公司,2005,1571,2,0,11453,97,已经签约,,重庆
320,,协信城?,重庆市南岸区南城大道1号,"106.577664,29.528202",重庆天骄物业管理服务有限公司,2012,3484,6,0,14735,54,尚未接洽谈判,,重庆
321,,南滨上院,南岸区南滨西路16号,"106.554558,29.51503",重庆美每家物业管理有限公司,2014,454,1,0,13368,145,已接洽未签约,,重庆
322,,骑龙山庄,重庆市南岸区南坪西路68号,"106.559919,29.535658",重庆金阳骑龙山庄物业管理有限公司,2003,1012,2,0,11070,90,已接洽未签约,,重庆
323,,黄埔珊瑚水岸一期,重庆市南岸区宏声路与福红路交叉口北150米,"106.5799,29.546018",家利物业管理（重庆）有限公司,2010,1245,2,0,17005,167,尚未接洽谈判,,重庆
324,,同景国际广场,重庆市南岸区茶园新区同景路5号,"106.659862,29.503332",重庆同景物业管理有限公司,2016,500,0,0,9464,120,尚未接洽谈判,,重庆
325,,同景国际城法朵,重庆市南岸区茶园新区行政中心,"106.646263,29.495571",重庆同景物业管理有限公司,2010,132,0,0,12237,200,尚未接洽谈判,,重庆
326,,同景国际城,重庆市南岸区茶园新区通江大道,"106.662273,29.509451",重庆同景物业管理有限公司,2016,2108,4,0,10912,59,尚未接洽谈判,,重庆
327,,同景国际城迈上,重庆市南岸区茶园新区通江大道,"106.655277,29.500375",重庆同景物业管理有限公司,2015,360,1,0,10596,58,尚未接洽谈判,,重庆
328,,同景国际城香阁华颂,重庆市南岸区茶园新区行政中心,"106.663251,29.497866",重庆同景物业管理有限公司,2014,351,1,0,12138,137,尚未接洽谈判,,重庆
329,,同景国际城香溪美岸,重庆市南岸区茶园新区同景路2号,"106.655717,29.496866",重庆同景物业管理有限公司,2016,1404,2,0,10542,128,尚未接洽谈判,,重庆
330,,同景国际城雍华府,重庆市南岸区茶园新区通江大道,"106.661266,29.494044",重庆同景物业管理有限公司,2016,564,1,0,12660,172,尚未接洽谈判,,重庆
331,,同景国际城馥山,重庆市南岸区茶园新区桂雨路,"106.661343,29.496784",重庆同景物业管理有限公司,2014,506,1,0,10977,129,尚未接洽谈判,,重庆
332,,同景国际城恋山,重庆市南岸区茶园新区,"106.665254,29.500286",重庆同景物业管理有限公司,2010,938,2,0,9643,98,尚未接洽谈判,,重庆
333,,同景国际城G组团,重庆市南岸区茶园新区丁香路,"106.668488,29.503496",重庆同景物业管理有限公司,2010,864,2,0,10053,112,尚未接洽谈判,,重庆
334,,金科世界城,重庆市南岸区茶园新区通江大道,"106.655028,29.499596",金科物业服务有限公司,2016,3769,8,0,12389,83,已接洽未签约,等待物业方内部审批流程,重庆
335,,金科米兰大道,重庆市南岸区茶园新区米兰路,"106.636827,29.484076",金科物业服务有限公司,2016,2168,4,0,8387,73,已接洽未签约,等待物业方内部审批流程,重庆
336,,金科中央御园,重庆市南岸区茶园新区米兰路,"106.632355,29.485815",金科物业服务有限公司,2014,1008,2,0,11954,58,已接洽未签约,等待物业方内部审批流程,重庆
337,,金科华府,重庆市南岸区茶园新区米兰路,"106.632058,29.474403",金科物业服务有限公司,2017,301,1,0,12473,77,已接洽未签约,等待物业方内部审批流程,重庆
338,,金隅大成时代都汇,重庆市南岸区茶园新区通江大道,"106.64836,29.496918",第一太平戴维斯,2016,6198,12,0,10832,78,尚未接洽谈判,,重庆
339,,融创欧麓花园,重庆市南岸区茶园新区鹿角区,"106.634386,29.462974",融创物业服务集团有限公司,2016,3559,7,0,9729,83,已经签约,,重庆
340,,融创伊顿庄园,重庆市南岸区茶园新区米兰路,"106.631728,29.478181",融创物业服务集团有限公司,2016,177,0,0,13512,143,已经签约,,重庆
341,, 融创剑桥郡,重庆市南岸区茶园新区金鹿大道,"106.628058,29.467674",融创物业服务集团有限公司,2016,3630,6,0,10501,75,已经签约,,重庆
342,,幸福时光里,重庆市南岸区茶园新区长生桥,"106.663932,29.512485",重庆奥坤物业管理有限公司,2015,1998,3,0,11456,82,尚未接洽谈判,,重庆
343,,中铁北美时光,重庆市南岸区茶园新区丁香路,"106.667425,29.505339",重庆秦渝物业管理有限公司,2015,1296,2,0,11824,113,尚未接洽谈判,,重庆
344,,中铁山水天下,重庆市南岸区茶园新区丁香路,"106.665134,29.505101",重庆秦渝物业管理有限公司,2014,4062,8,0,11240,115,尚未接洽谈判,,重庆
345,,上海城,重庆市南岸区南坪西路32号,"106.566697,29.536633",重庆富美物业管理有限公司,2005,6126,12,0,15539,90,已接洽未签约,,重庆
346,,龙湖观山水,重庆南岸经开区光电路26号,"106.547612,29.527286",重庆龙湖置业有限公司物业管理分公司,2005,2247,4,0,13578,82,尚未接洽谈判,,重庆
347,,金辉城江城著,重庆市南岸区铜元局南滨路融侨城,"106.549028,29.542253",北京金辉锦江物业服务有限公司重庆分公司,2016,118,1,0,18249,290,已经安装,,重庆
348,,翠堤春晓,重庆市南坪经开区白鹤路139号,"106.572007,29.52269",深圳物业管理有限公司,2007,2072,4,0,9714,110,已接洽未签约,,重庆
349,,鑫茂源e时代,重庆市南岸区经开区青龙路36号,"106.579677,29.519531",重庆鑫展鹏物业服务有限公司,2009,2686,5,0,12780,81,已接洽未签约,,重庆
