序号,楼盘ID,楼盘名称,楼盘地址（到门牌号）,经纬度,物业名称,楼盘交付时间,入住户数,预计投放点位数,实际安装点位,"房价
（元/m2）",主力户型面积,目前开发状态,需解决的问题,城市
248,,万科红狮家园,北京市丰台区宋家庄路26号,"39.8477003320,116.4296646893", 长城物业,2009年7月,1954,4,0,52637,80,已接洽未签约,,北京
249,,北辰绿色阳光（拂林园二期,朝阳亚运村正北3.5公里,"40.0286849342,116.4165154014",北辰信诚物业管理公司,2003.7.20,1950,4,0,64800,150,尚未接洽谈判,,北京
250,,铁建花园63号院,北京市西城区广外南街63.67号院小区,"39.8805843544,116.3453716786",北京铁建方大物业管理分公司,2014年6月,1944,4,0,38132,90,尚未接洽谈判,,北京
251,,绿丰家园,北京市朝阳区豆各庄,"39.8743422883,116.5806008659",北京慧丰物业管理有限公司,2002.3.10,1930,4,0,38100,90,尚未接洽谈判,,北京
252,,金都杭城（百富家园）,南磨房,"39.8999571198,116.4997381424",浙江金都物业管理有限公司,2008/,1904,3,2,79145,80,已经安装,,北京
253,,首座绿洲,北京市丰台区角门北路3号院,"39.8512578121,116.3819420272",北京筑宇物业管理有限责任公司,2013,1898,3,0,71000,60,尚未接洽谈判,,北京
254,,韵竹园,北京市西城区虎坊路19号院,"39.8843076926,116.3833130372",河北恒辉物业服务集团有限公司,1889,1898,4,0,49028,70,尚未接洽谈判,,北京
255,,东一时区,北京市朝阳区建国路八里桥南1号,"39.9219101073,116.4435596893",北京均豪物业管理有限公司,2005.3.2,1898,4,0,46912,80,尚未接洽谈判,,北京
256,,常青园小区,北京市海淀区四季青乡,"39.9520842805,116.2717350603",北京博安物业服务有限公司,2003,1896,4,0,56249,105,已接洽未签约,,北京
257,,国奥村,北京市朝阳区林萃东路1/2号院,"40.0085105342,116.3782452516",长城物业集团股份有限公司,2007/,1884,4,4,122471,140,已经安装,,北京
258,,长河湾,北京市海淀区西直门外高梁桥斜街59号院,"39.9442985804,116.3489737031",北京城建福安楼寓物业管理有限公司,2005,1880,4,0,109738,110,尚未接洽谈判,,北京
259,,风荷曲苑,六里桥西北500米,"39.8832276975,116.3008022247",北京瑞思特物业管理有限公司,2006年1月,1873,4,0,83476,100,尚未接洽谈判,,北京
260,,大屯里小区,北京市朝阳区大屯,"40.0036342944,116.4099315370",北京华民物业管理中心,2003/11/2,1872,4,0,59809,80,已接洽未签约,,北京
261,,左安漪园小区,北京市东城区左安漪园小区,"39.8753199551,116.4380609549",北京崇开嘉信物业管理有限公司,2004,1870,5,0,69980,105,尚未接洽谈判,,北京
262,,华凯花园,丰台六里桥与京石高速交汇处,"39.8826676975,116.3022222247",瑞斯特物业管理公司,2006.4.15,1870,5,0,86660,130,尚未接洽谈判,,北京
263,,冠城,北京市海淀区马甸冠城南园,"39.9727243739,116.3774917361",北京冠城酒店物业管理有限公司,2002,1830,4,0,88883,95,已接洽未签约,,北京
264,,西悦欣居、西悦雅居,长阳镇祥云,"39.7583854145,116.2057854989",北京城承物业管理有限责任公司,2013,1828,4,0,29143,60,尚未接洽谈判,,北京
265,,上奥世纪中心,北京市昌平区西三旗建材城西路87号,"40.0570558294,116.3309648910",北京福环物业管理有限公司,2011,1806,5,0,47145,78,尚未接洽谈判,,北京
266,,中信新城商品房,北京大兴区三海子东路,"39.7592404428,116.4813936366",北京中海物业管理有限公司,2012,1800,4,6,52321,80,已经安装,,北京
267,,ULO PARK悠乐汇,朝阳广顺南大街和阜通东大街交界处,"39.9897013321,116.4766703086",北京新浩物业管理有限公司,2008.10.12,1800,3,0,37000,50,尚未接洽谈判,,北京
268,,远洋万和城,朝阳区北四环东路73号院,"41.3678049522,120.2959063613",中远酒店物业管理有限公司,2010,1796,5,5,108855,120,已经安装,,北京
269,,世安家园,北京市朝阳区南湖西园一区,"40.0011566807,116.4560796372",北京市望京实业总公司,1999/6/8,1786,5,0,60255,90,已接洽未签约,,北京
270,,融科橄榄城,朝阳望京新城,"39.9966869626,116.4850589321",第一太平戴维斯物业顾问（北京）有限公司,2007.5.10,1766,5,0,98900,110,尚未接洽谈判,,北京
271,,拂林园,北京市朝阳区安外北苑绿色家园拂林园,"40.0286849342,116.4165154014",北京北辰信诚物业管理有限责任公司,2000,1734,4,0,59159,100,已接洽未签约,,北京
272,,新怡家园,北京市东城区新怡家园小区,"39.8983053699,116.4149454982",北京新世界物业管理有限公司,2006/9/7,1730,4,0,133198,100,已经签约,,北京
273,,千鹤家园,北京市朝阳区北四环东路108号千鹤家园小区,"39.9873525202,116.4192707670",北京天诺物业管理有限责任公司,2002、3/3,1729,5,0,71073,100,已接洽未签约,,北京
274,,丽景居,北京市朝阳区东四环北路10号,"39.9155364621,116.5196203549",北京西国贸大物业管理有限公司,2007/9/1,1729,5,0,57394,90,已接洽未签约,,北京
275,,东泽园,北京市朝阳区东坝乡驹子房村,"39.9553160905,116.5600442845",北京房地集团有限公司,2010,1721,4,0,48380,60,尚未接洽谈判,,北京
276,,万方景轩,北京市朝阳区夏家园甲6号楼5单元106,"39.9725449662,116.4490841205",北京万方新源物业服务有限公司,2005/7/8,1708,4,0,87547,100,已接洽未签约,,北京
277,,远洋天地,北京市朝阳区八里庄西里51号,"39.9192545586,116.4920745033",远洋亿家物业服务股份有限公司,2002,1700,4,0,69865,90,已经签约,,北京
278,,顺驰蓝调国际公馆,宣武菜户营桥西1500米,"39.8705767115,116.3394007466",石家庄富力士联行物业管理有限公司,2006.6.1,1700,5,0,85000,150,尚未接洽谈判,,北京
279,,玉泉新城,石景山玉泉路以西,"39.9196192845,116.2500338347",中实杰肯道夫物业管理公司,2012.10.1,1685,5,0,75000,120,已接洽未签约,,北京
280,,茂华国际村,朝阳区西坝河东里2号院,"39.9680349662,116.4503341205",北京广华轩商贸有限公司朝阳分公司,2008,1680,3,8,87199,80,已经安装,,北京
281,,国兴观湖国际,北京市朝阳区姚家园路105号,"39.9351679829,116.4919889077",北京国兴三吉利物业管理有限责任公司,2006,1657,4,0,101450,110,尚未接洽谈判,,北京
282,,望馨花园,望京利泽西园二区,"40.0100733003,116.4605246772",北京童凤物业管理有限责任公司,1998/7/6,1652,5,0,71980,100,已接洽未签约,,北京
283,,望馨园小区,北京市朝阳区望京利泽西园二区209号楼,"40.0157307559,116.4671453515",北京童凤阳光物业管理有限责任公司,1998/9、/4,1650,5,0,71980,90,已接洽未签约,,北京
284,,华贸国际公寓,朝阳西大望路6号(国贸桥东900米),"39.9117837161,116.4802506042",第一太平戴维斯物业顾问（北京）有限公司,2005.3.2,1650,4,0,94000,160,尚未接洽谈判,,北京
285,,望馨园,朝阳望京新兴产业区13#14#地,"40.0100733003,116.4605246772",童凤物业管理有限公司,1998.10.1,1650,5,0,72000,100,尚未接洽谈判,,北京
286,,金海国际,北京市朝阳区广渠路21号,"39.8947773662,116.4925598933",北京盛世物业服务有限公司,2005、/2/1,1649,5,0,59901,80,已接洽未签约,,北京
287,,格调小区,北京市西城区马连道路6号院,"39.8852477184,116.3269138633",北京莲花物业管理有限公司,2006,1648,5,0,94043,89,尚未接洽谈判,,北京
288,,新华联家园,北京市通州区运河西大街30号,"39.8903018566,116.6431511803",北京悦豪物业管理有限公司,2005,1628,4,0,61000,80,已接洽未签约,,北京
289,,悠胜美苑,永外管村路32号,"39.8631056355,116.3937551905",北京中和枣苑物业管理有限责任公司,2001,1628,4,0,61000,80,尚未接洽谈判,,北京
290,,大雄城市花园,北京市北京经济技术开发区二里二区,"39.8013656842,116.4944898145",北京中协物业管理有限责任公司,2001,1620,3,0,45736,70,已签合同,,北京
291,,新华联青年城,来广营乡北苑集团东区,"39.9755189428,116.4923027121",北京悦豪物业管理有限公司,2005.3.2,1620,4,0,59500,150,尚未接洽谈判,,北京
292,,方丹苑（缤纷四季）,朝阳劲松七区29号,"39.8784613856,116.4488631717",北京方舟物业管理有限公司,1998.2.10,1620,3,0,73600,110,尚未接洽谈判,,北京
293,,西山华府,北京市海淀区马连洼北路,"40.0315809868,116.2796350947",北京亿城物业管理有限公司,2011/5/6,1614,4,0,94599,100,已接洽未签约,,北京
294,,碧水云天,北京市海淀区巴沟南路,"39.9668097562,116.2956927135",北京亿城物业管理有限公司,2003,1611,4,0,140000,80,尚未接洽谈判,,北京
295,,银河湾嘉园,北京市朝阳区万红西街9号院,"39.9175858598,116.5043613668",北京世纪物业管理有限责任公司,2011/6/8,1607,4,0,88035,90,已接洽未签约,,北京
296,,顶秀金石家园,金桥东街,"39.8366897554,116.4315120493",北京鸿路泽物业管理有限公司,2013/6/14,1600,5,0,49805,75,尚未接洽谈判,,北京
297,,润枫欣尚苑,北京市昌平区东小口镇中滩村中东路5号院,"40.0569997544,116.4119199158",北京润丰世纪物业管理股份有限公司,2007/8、9,1600,4,0,78564,80,已接洽未签约,,北京
298,,唐宁one,海淀区中关村甲3号,"39.9891168230,116.3342731521",北京龙湖物业管理有限公司,2011.2.12,1600,3,3,116700,50,已经安装,,北京
299,,汤泉逸墅,海淀西四环中段四季青桥南300米路西,"39.9379244746,116.2717709759",北京德润万豪物业管理有限公司,2003.8.10,1600,5,0,103000,170,已接洽未签约,,北京
300,,莲香园 ,丰台西三环六里桥北里（八一厂西侧) ,"39.8879063974,116.3013499347",北京瑞斯特物业管理公司,2000.5.1,1600,5,0,60000,100,尚未接洽谈判,,北京
301,,鑫兆丽园,北京市朝阳区西坡子大羊坊甲6号院6号楼1单元B01,"40.0371200276,116.4204442258",北京正中方物业管理有限责任公司,2005,1591,5,0,64000,70,尚未接洽谈判,,北京
302,,鑫兆雅园,北京市丰台区宋庄路73号院4号楼5单元地下室,"39.8440997554,116.4262220493",北京正中方物业管理有限责任公司,2005,1591,5,0,64000,70,尚未接洽谈判,,北京
303,,星源公寓,北京市朝阳区望京西园二区222号楼,"40.0027254942,116.4689779052",北京中旗物业管理有限责任公司,2008,1591,3,3,64000,70,已经安装,,北京
304,,加州小镇,北京市通州区梨园镇颐瑞中二路颐瑞东里,"39.8641657859,116.6812680954",北京泛茂物业管理有限公司,2005,1583,4,0,50013,95,尚未接洽谈判,,北京
305,,冠城名敦道,北京市东城区广外南街,"39.8915508345,116.4472720717",北京冠城酒店物业管理有限公司,2008,1580,2,2,109632,105,已经安装,,北京
306,,海丰家园小区,靛厂路九号,"39.8915005956,116.2910631459",北京华特物业管理发展有限公司,2012/9/24,1568,4,0,83448,85,已接洽未签约,,北京
307,,乐成国际公寓,北京市朝阳区百子湾南2路76号,"39.8936257248,116.4974022724",深圳市金地物业管理有限公司,2006,1566,4,0,100000,110,尚未接洽谈判,,北京
308,,朝阳园,甘露园南里25号院,"39.9172074621,116.5165613549",北京德利中天物业服务股份有限公司,1999,1564,4,0,64278,100,已接洽未签约,,北京
309,,金地格林小镇,北京市北京经济技术开发区天宝园三里715室,"39.7922461084,116.4964576935",北京金地格林物业管理有限公司,2003/1/1,1550,5,0,55790,110,已经签约,,北京
310,,东润枫景,北京市朝阳区南十里居28号,"39.9570162810,116.4950199312",北京燕侨物业管理有限公司,2003/6/25,1544,4,0,67246,90,已接洽未签约,,北京
311,,旭东嘉园,北京市北京经济技术开发区天宝南街4号,"39.7891071084,116.4977606935",北京永升物业服务有限公司,2007,1540,3,0,49734,60,尚未接洽谈判,,北京
312,,中海馥园,北京市海淀区增光路37号,"39.9290076747,116.3209346200",北京中海物业管理有限公司,2003,1540,3,0,49734,60,已经安装,,北京
313,,东亚瑞晶苑,宋庄镇旺都三街19号,"39.7437732672,116.5430742754",北京东亚时代物业管理有限公司,2011,1522,3,5,29347,105,已经安装,,北京
314,,金泰丽湾嘉园,北京市丰台区丽泽路1号院,"39.8679367115,116.3382437466",北京金泰物业管理有限公司,2008/7/1,1514,3,0,88409,100,已接洽未签约,,北京
315,,安宁华庭,北京市海淀区清河西三旗安宁庄东路,"40.0621795279,116.3414839986",北京鼎春德物业管理有限公司,2004,1513,3,0,80000,110,尚未接洽谈判,,北京
316,,中信沁园,北京市西城区菜市口大街,"39.8848176926,116.3762430372",中信物业服务有限公司,2011/,1507,3,0,152945,80,已经安装,,北京
317,,康和园（颐合天地/原生墅）,北京市大兴区康庄路27号,"39.7575679094,116.3270948800",北京城市展望物业管理有限公司,2003,1501,3,0,51241,95,已接洽未签约,,北京
318,,中信禧园,果子巷1号院、3号院,"39.8857367127,116.3789767417",北京中海物业管理有限公司,2013,1500,3,5,142130,85,已经安装,,北京
319,,彩虹家园,北京市丰台区程庄路20号院,"39.8522436877,116.2680431970",北京和泓物业服务有限公司,2012/12/26,1500,3,0,45000,80,已接洽未签约,,北京
320,,慧时欣园小区,北京市丰台区光彩路,"39.8470833303,116.4128597238",北京绿环物业管理有限公司,2000,1500,3,0,55348,90,尚未接洽谈判,,北京
321,,天通苑,东小口镇,"40.0687433827,116.4241296158",北京申迪物业管理有限公司,2006/7/8,1500,3,0,35068,100,已接洽未签约,,北京
322,,长安新城,丰台西四环永定路路口向南1500米,"39.8891627778,116.2619847414",北京金隅大成物业管理有限公司,2006/9/30,1500,3,0,59000,80,尚未接洽谈判,,北京
323,,九和苑,北礼士路新华里10号院,"39.9350795804,116.3519297031",北京城建燕远物业管理有限责任公司,2005/9/30,1500,5,0,115000,74,尚未接洽谈判,,北京
324,,华远九都汇,天泽路华远九都汇,"39.9567954035,116.4658975907",北京市圣瑞物业服务有限公司,2011/9/30,1500,4,0,70000,120,已接洽未签约,,北京
325,,顶秀青溪,昌平区东小口镇中滩村立水桥西南侧 ,"40.0529295868,116.4057044573",北京鸿路泽物业管理有限公司,2008/10/1,1500,4,4,56000,120,已经安装,,北京
326,,东环广场北公寓,东中街29号,"39.9359981198,116.4356317338",北京银达物业管理有限责任公司东环广场物业服务中心,2015/10/1,1500,4,0,36000,70,尚未接洽谈判,,北京
327,,金汉绿港,府前东街东兴路,"40.1327357031,116.6649758577",乐生活（北京）智慧社区投资发展有限责任公司,2006/10/1,1500,4,0,58000,100,已接洽未签约,,北京
328,,龙祥嘉园,亚运村安立路世纪龙祥家园,"39.9930425202,116.4213707670",北京市清林物业管理有限公司,1998/9/1,1500,4,0,56000,74,尚未接洽谈判,,北京
329,,中海风情苑,北京市朝阳区成寿寺路136号院,"39.8432220897,116.4473902272",中海物业,2008/9/1,1500,4,2,64000,140,已经签约,,北京
330,,中海圣朝菲,北京市朝阳区少角中街8号院,"39.8424893841,116.4553039196",中海物业,2009/9/1,1500,4,1,62000,133,已经安装,,北京
331,,清风桦景园,北京市海淀区六道口林业大学,"40.0115077733,116.3476244919",北京华清物业,2006/9/1,1500,4,0,84000,120,尚未接洽谈判,,北京
332,,紫芳园,北京市丰台区左安门桥环岛东南角,"39.8644019409,116.4442342749",方庄物业,2002年6月,1500,3,0,69784,85,尚未接洽谈判,,北京
333,,鹿港嘉苑,朝阳区望京西路50号(近望京桥),"39.9824187414,116.4576236272",北京天鸿宝地物业公司,2006/10/1,1500,4,0,86000,100,已接洽未签约,,北京
334,,蓝靛厂晴雪园,北京市海淀区蓝靛厂晴雪园3号楼,"39.9656449140,116.2856270347",北京世纪城物业管理有限公司,2006/10/1,1500,4,0,90000,120,已接洽未签约,,北京
335,,蓝靛厂时雨园,北京市海淀区蓝靛厂西路,"39.9603036789,116.2822455741",北京世纪城物业管理有限公司,2008/10/1,1500,4,0,97000,100,已接洽未签约,,北京
336,,颐慧佳园,海淀蓝靛厂南路,"39.9358840004,116.2879425347",山东宾至嘉宁物业管理有限公司,2005.6.18,1500,3,0,99510,140,已接洽未签约,,北京
929,,东区国际,北京市朝阳区慈云寺1号院,"39.9135961678,116.4872576333",北京悦祥物业管理有限公司,2014,1500,4,0,70000,80,已接洽未签约,,北京
337,,奥北中心,北京市朝阳区汤立路201号院,"40.0545478610,116.4116694358",北京富瑞物业管理有限公司,2004,1499,4,0,55378,80,已接洽未签约,,北京
338,,富华家园,北京市朝阳区黄杉木店路186号院,"39.9220456833,116.5284929296",北京华特物业管理发展有限公司,1999/7/1,1488,4,0,52504,70,已接洽未签约,,北京
339,,朝庭公寓,北京市朝阳区阜荣街8号,"39.9876513321,116.4833703086",北京鼎铭物业管理有限公司,2008,1485,4,0,77000,70,尚未接洽谈判,,北京
340,,望京国际商业中心朝庭公寓,朝阳望京新城望京B区6-10#区,"39.9884613321,116.4835403086",北京鼎铭物业管理有限公司,2008.7.12,1485,3,0,76000,75,已接洽未签约,,北京
341,,金雅园,北京市海淀区西四环北路云会里金雅园小区,"39.9425124175,116.2763756459",北京华泰方圆房地产开发有限公司,2002/12/1,1475,4,0,66601,140,尚未接洽谈判,,北京
342,,丽泽雅园,北京市丰台区丽泽雅园,"39.8705667274,116.3225409412",北京东兴联物业管理有限公司,2001,1472,4,0,63822,80,尚未接洽谈判,,北京
343,,观景园小区,北京市海淀区清河宝盛里观景园小区,"40.0353329218,116.3743315517",北京天鸿宝地物业管理经营有限公司,2007/9/8,1470,4,0,71632,100,已接洽未签约,,北京
344,,天时名苑,北京市通州区杨庄北里52号,"39.9045167222,116.6338842715",北京伟联物业管理有限公司,2008/6/1,1470,3,0,42680,80,已接洽未签约,,北京
345,,佳兴园小区,北京市朝阳区北苑5号院,"40.0349749342,116.4242854014",北京首华物业管理有限公司,2003/8/9,1465,5,0,64005,100,已接洽未签约,,北京
346,,时雨园,北京市海淀区蓝靛厂世纪城三期时雨园,"39.9602872318,116.2823528624",北京世纪颐和物业管理有限责任公司,2004/7/8,1458,5,0,101895,100,已接洽未签约,,北京
347,,中信锦园,北京市西城区菜市口大街6号院,"39.8848176926,116.3762430372",中信物业服务有限公司,2009/11/5,1458,4,0,142148,180,已经安装,,北京
348,,亦庄北岸（上筑家园）,旧宫镇旧头路路南,"39.7975613166,116.4637107252",北京颐辉物业管理有限公司,2008年6月,1456,4,0,50433,85,尚未接洽谈判,,北京
349,,彩虹新城,北京市大兴区清源北路209号,"39.7485497203,116.3352856325",北京和泓物业服务有限公司彩虹星园分公司,2007,1451,3,10,52503,90,已经安装,,北京
350,,光熙家园,北京市朝阳区光熙家园小区（1.2.3.4.6.7.9号楼）,"39.9644179956,116.4329028426",北京盛世物业服务有限公司,2007/8、/9,1440,3,0,89179,90,已接洽未签约,,北京
351,,世纪金色嘉园,北京市丰台区右安门外大街东滨河路二号,"39.8692086040,116.3719758540",北京世纪物业管理有限责任公司,2004/5/8,1440,4,0,76003,80,已接洽未签约,,北京
352,,春风雅筑  ,北京市丰台区双林东路春风雅筑家园,"40.0892813572,116.5385461608",自有物业,2006年12月,1432,4,0,51138,60,尚未接洽谈判,,北京
353,,中建雅颂居,通州区疃里南区,"39.9425926508,116.6958013684",中建物业管理有限公司,2013.1.10,1430,4,0,40000,150,已接洽未签约,,北京
354,,五彩城,北京市海淀区清河中街68号,"40.0304071969,116.3343823166",北京华润物业管理有限公司,2011/6/28,1428,4,0,64696,80,已接洽未签约,,北京
355,,燕语清园,北京市海淀区清河毛纺路26号,"40.0348854968,116.3415520842",北京深长城物业管理有限公司,2005/7/9,1428,4,0,64696,80,已接洽未签约,,北京
356,,北卫新园,北京市朝阳区红军营南路,"40.0316801767,116.4264877714",北京意和昌物业管理有限责任公司,2003/7/9,1428,3,0,72313,100,已接洽未签约,,北京
357,,中信禧园,北京市西城区菜市口大街,"39.8857367127,116.3789767417",中信物业服务有限公司,2013/,1425,4,0,161898,90,已经安装,,北京
358,,阳春光华,北京市海淀区万柳东路,"39.9657497562,116.3010527135",北京盛世物业服务有限公司,2001/7/8,1424,3,0,122394,100,已接洽未签约,,北京
359,,凯旋城,北京市朝阳区北苑路170号,"39.9967123344,116.4200652814",北京世联理仕物业管理有限责任公司,2004,1423,4,7,85269,90,已经安装,,北京
360,,丽水嘉园,北京市朝阳区朝阳公园南路六里屯丽水嘉园小区1号、4-10号楼,"39.9328866539,116.4835383942",北京电子城物业管理有限公司,2008,1414,3,0,78000,78,已接洽未签约,,北京
361,,中海雅园,北洼西里22号,"39.9371938092,116.3034614335",长城物业集团股份有限公司,2000,1408,3,0,87044,105,已接洽未签约,,北京
362,,庄维花园,北路丰华苑,"39.8634804445,116.2895990459",柏森鸿鑫物业管理服务（北京）有限公司,2000,1404,3,0,59058,80,已接洽未签约,,北京
363,,都会华庭,北京市朝阳区十里堡甲3号院,"39.9238748598,116.5026993668",北京都会华庭物业管理有限公司,2001,1402,3,0,61917,78,已接洽未签约,,北京
364,,华纺新天地,青年路27号院,"39.9318458155,116.5167293349",北京华纺正金物业管理有限公司,2012/11/5,1400,3,0,65000,78,已接洽未签约,,北京
365,,怡美家园,北京市朝阳区安宁庄西路15号,"39.9273882645,116.5999823171",北京城建物业管理有限责任公司,2001,1399,4,0,65433,80,已接洽未签约,,北京
366,,美丽园小区,北京市海淀区五棵松路20号,"39.9369524175,116.2772456459",南京新鸿运物业管理有限公司,2000,1396,3,0,101450,70,尚未接洽谈判,,北京
367,,万泉新新家园,北京市海淀区万柳中路,"39.9714997562,116.2990827135",北京万通鼎安国际物业服务有限公司,2003/7/9,1379,4,0,135268,90,已接洽未签约,,北京
368,,清水湾,永顺镇潞苑南路,"39.9195417437,116.7050489957",绿城物业服务集团有限公司,2011,1376,4,0,58941,70,已接洽未签约,,北京
369,,明日嘉园,北京市丰台区马家堡嘉园三里明日嘉园,"39.8448100662,116.3666280196",北京华腾世纪物业管理有限公司,2004/1/1,1375,4,0,66210,80,尚未接洽谈判,,北京
370,,兆丰园,北京市丰台区吴家村,"39.8909729737,116.2491570203",北京玉泉物业管理中心,2004,1372,4,0,57916,60,已接洽未签约,,北京
371,,中海紫御公馆,北京市东城区永定门西滨河路8号院,"39.8702046538,116.3928035305",北京中海物业管理有限公司,2008,1372,4,0,57916,60,已经安装,,北京
372,,交大嘉园,北京市海淀区交通大学路1号院,"39.9489506053,116.3440065754",北京和泓物业服务有限公司,2002/11/28,1368,3,0,99587,100,已接洽未签约,,北京
373,,长盈天街住宅东区,北京市朝阳区管庄镇龙湖,"39.9250702645,116.5984943171",北京龙湖物业服务有限公司,2013,1361,3,5,51427,95,已经安装,,北京
374,,垂虹园,北京市海淀区蓝靛厂世纪城三期垂虹园,"39.9605454138,116.2859380647",北京世纪颐和物业管理有限责任公司,2014/8/9,1360,3,0,109399,80,已接洽未签约,,北京
375,,嘉林花园,嘉林路,"39.9704813396,116.4794268486",均豪居用（北京）物业管理有限公司,2005,1360,4,0,100536,90,尚未接洽谈判,,北京
376,,世纪城远大园三四六区,北京市海淀区世纪城远大园三四六区,"39.9526410690,116.2829987703",北京世纪城物业管理有限公司,2002/7/8,1354,3,0,98093,90,已接洽未签约,,北京
377,,永泰园新地标,北京市海淀区永泰园新地标13-17号楼,"40.0339874743,116.3494911919",北京佳美世家物业管理有限责任公司,2002/12/18,1352,4,0,55601,80,尚未接洽谈判,,北京
378,,曙光花园,北京市海淀区紫竹院路128号院,"39.9453510690,116.2798887703",天利（北京）酒店管理有限公司,2001,1352,4,0,85810,80,已接洽未签约,,北京
379,,雪梨澳乡,北京市海淀区西三旗花园,"40.0426986622,116.3396802942",北京首万物业服务有限公司,2010/6/8,1350,4,0,86449,100,已接洽未签约,,北京
380,,远大园六区,北京市海淀区远大路世纪城远大园六区,"39.9509167636,116.2866003047",北京世纪颐和物业管理有限公司,2002.1.1,1350,4,0,98000,165,尚未接洽谈判,,北京
381,,水郡长安,朝阳京通快速路双桥出口,"39.9057854075,116.5692607480",诚智慧中物业公司,2005.10.2,1350,2,0,49000,150,尚未接洽谈判,,北京
382,,保利百合,北京市丰台区卢沟桥小井村,"39.8772318945,116.2907754359",保利物业管理（北京）有限公司,2008,1345,4,0,87183,105,已经签约,,北京
383,,清枫华景园小区,北京市海淀区中关村五道口林大北路,"39.9976338212,116.3435181598",北京华清物业管理有限责任公司,2004/12/29,1344,4,0,82303,50,尚未接洽谈判,,北京
384,,国典华园,北京市朝阳区安定路12号院,"39.9748260617,116.4109380170",均豪居用（北京）物业管理有限公司,2005,1339,4,0,89177,70,已接洽未签约,,北京
385,,方南家园,北京市丰台区横七条44号院,"39.8523388903,116.4238148838",北京房修一慧荣物业管理有限公司,2000,1332,3,0,56971,69,已接洽未签约,,北京
386,,棕榈泉国际名苑,北京市朝阳区朝阳公园南路8号,"39.9335366539,116.4802983942",北京汇俊物业管理有限公司,2003/12/16,1332,4,0,103780,170,尚未接洽谈判,,北京
387,,圣馨苑,北京市大方胡同2号院,"39.9017798380,116.3771950817",北京上国物业管理有限公司,2000/5/7,1330,3,0,68701,90,已接洽未签约,,北京
388,,圣馨大地家园,北京市朝阳区南湖南路9号,"39.9956526807,116.4621246372",北京圣馨大地物业服务有限公司,2000/4/5,1330,5,0,68701,90,已接洽未签约,,北京
389,,慈云寺北里,朝阳区慈云寺北里105楼小区东口,"39.9176155586,116.4949965033",北京京棉新城物业管理有限公司,2008.12.10,1330,3,0,56000,80,已接洽未签约,,北京
390,,银领国际,北京市朝阳区南湖西园,"39.9988226807,116.4564846372",北京市望京实业总公司,2003/2/8,1324,4,0,65869,90,已接洽未签约,,北京
391,,力度家园,北京市海淀区清河中街69号院,"40.0309154968,116.3388120842",北京华泰龙安物业管理有限责任公司,2004/8/27,1323,4,0,61953,110,尚未接洽谈判,,北京
392,,柳明家园,北京市海淀区砂石厂路18号院,"39.9258712330,116.2355083235",北京金隅大成物业管理有限公司,2008/3/22,1320,3,0,53750,100,已接洽未签约,,北京
393,,京师园,北京市朝阳区林萃路9号院,"40.0162217817,116.3725476772",北京京师大物业管理有限责任公司,2004/9/5,1319,4,0,94639,160,尚未接洽谈判,,北京
394,,世界观(瞰都二期),朝阳东风桥北150米,"39.9613808129,116.4867810177",北京西国贸大物业管理有限公司,2006.10.3,1312,2,0,73550,150,尚未接洽谈判,,北京
395,,大雄郁金香舍,北京市北京经济技术开发区天宝东路1号,"39.7925671084,116.5018006935",北京中协物业管理有限责任公司,2003,1306,4,0,56501,70,尚未接洽谈判,,北京
396,,富东嘉园,高杨树1号,"39.9494640356,116.5505473366",北京富乐园物业管理有限公司,2006,1304,2,2,46700,85,已经安装,,北京
397,,天之骄子,北京市朝阳区双井东柏街9号院,"39.8959170808,116.4653001163",北京中原华夏物业管理有限公司,2009,1300,5,5,64999,80,已经安装,,北京
398,,珠江峰景,北京市丰台区卢沟桥街道,"39.8791175449,116.2667947414",广东康景物业服务有限公司,2007,1300,4,0,46502,80,已接洽未签约,,北京
399,,金汉丽苑,体育场南路,"39.9005773211,116.2013129786",乐生活（北京）智慧社区投资发展有限责任公司,2012,1300,4,0,50000,96,已接洽未签约,,北京
400,,恋日花都,丰台南三环玉泉营环岛东南300米 ,"39.8456352340,116.3499688742",新时特物业管理有限公司,2005.7.20,1300,4,0,71000,120,尚未接洽谈判,,北京
401,,蜂鸟社区,北京市海淀区万柳中路蜂鸟家园,"39.9637711073,116.2973049535",北京国世通物业管理有限公司,2004,1298,4,0,134572,90,已接洽未签约,,北京
402,,金桥国际公寓,北京市东城区广渠门北里55号,"39.8983389692,116.4426630093",北京嘉安国际酒店物业管理有限公司,2004/7/1,1296,4,0,82259,63,尚未接洽谈判,,北京
403,,常营居住区一期工程二区（天际二区）,北京市朝阳区常营北路10号院,"39.9316472645,116.5961613171",北京鸿瑞侨物业管理有限公司,2008/9/24,1280,3,0,56095,160,尚未接洽谈判,,北京
404,,翠海明苑,北京市丰台区南苑新宫翠海明苑小区,"39.8116859945,116.3582814875",北京林枫物业管理有限公司翠海明苑分公司,2005.2.15,1280,4,0,58400,110,尚未接洽谈判,,北京
405,,朝阳旺角,朝阳双桥城铁站南出口东行700米,"39.9050629644,116.5882786215",旺角幸邸物业管理有限公司,2005.8.15,1280,4,0,46550,110,尚未接洽谈判,,北京
406,,满庭芳园,北京市海淀区北三环西路43号,"39.9686335896,116.3312738077",第一物业（北京）股份有限公司,2001,1274,3,0,62809,60,已接洽未签约,,北京
