序号,楼盘ID,楼盘名称,楼盘地址（到门牌号）,经纬度,物业名称,楼盘交付时间,入住户数,预计投放点位数,实际安装点位,"房价
（元/m2）",主力户型面积,目前开发状态,需解决的问题,城市
183,,万科朗润园,闵行区新龙路1111号,"121.347377,31.158941",上海万科物业服务有限公司,2006,1100,4,,60471,,尚未接洽谈判,,上海
184,,都市星城,闵行区天河路39弄,"121.393583,31.106873",业主自管,2003,600,3,,59779,,尚未接洽谈判,,上海
185,,中祥哥德堡,珠城路99弄11-33号,"121.392155,31.108669",上海祥茂物业管理有限公司,2004,800,3,,50000,,尚未接洽谈判,,上海
186,,三佳花苑,新镇路1060弄77号,"121.367726,31.161372",上海万科物业服务有限公司,1994,894,3,,64990,,尚未接洽谈判,,上海
187,,江南苑小区,闵行区莘朱路222号,"121.392078,31.114101",上海东慧庄原物业管理有限公司,2002,400,2,,53243,,尚未接洽谈判,,上海
188,,东苑新天地三期,群英路88弄,"121.376459,31.125044",上海东慧庄原物业管理有限公司,2008,492,2,,55008,115,尚未接洽谈判,,上海
189,,锦都花园,莘沥路131号,"121.380971,31.117122",上海东慧庄原物业管理有限公司,1998,300,1,,52821,80,尚未接洽谈判,,上海
190,,银厦花园,闵行区莘沥路128号,"121.380623,31.117855",上海东慧庄原物业管理有限公司,1998,224,1,,56915,80,尚未接洽谈判,,上海
191,,莘纪苑小区,闵行区西园路128号,"121.379644,31.105961",上海东慧庄原物业管理有限公司,2003,700,3,,50342,130,尚未接洽谈判,,上海
192,,水清三村,庙泾路52弄1-64号,"121.384817,31.122438",上海东慧庄原物业管理有限公司,2015,265,1,,50303,70,尚未接洽谈判,,上海
193,,春申城四季苑,闵行都市路4633号,"121.397669,31.106394",上海东慧庄原物业管理有限公司,1998,2500,8,,51106,90,尚未接洽谈判,,上海
194,,奥塞花园小区,闵行区普洱路88弄26号,"121.397058,31.104259",上海东慧庄原物业管理有限公司,2005,1200,5,,59410,100,尚未接洽谈判,,上海
195,,东苑绿世界北区,报春路128弄,"121.399537,31.132733",上海东慧庄原物业管理有限公司,2000,600,2,,55676,100,尚未接洽谈判,,上海
196,,东苑绿世界三期,龙茗路98号(乙),"121.398874,31.129199",上海东慧庄原物业管理有限公司,2003,600,2,,61233,77,尚未接洽谈判,,上海
197,,东苑绿世界南区,闵行区沪闵路6780东苑绿世界花园,"121.398382,31.128194",上海东慧庄原物业管理有限公司,2000,600,2,,54597,120,尚未接洽谈判,,上海
198,,梦景苑小区,闵行区罗秀路1701弄3号901,"121.41559,31.132887",上海东慧庄原物业管理有限公司,2004,900,3,,55771,100,尚未接洽谈判,,上海
199,,碧林湾苑,中谊路888弄中谊路909弄,"121.356921,31.143362",上海万欢物业服务有限公司,2006,1800,5,,56183,98,尚未接洽谈判,,上海
200,,碧林湾苑三期（摩登堂）,中谊路969弄,"121.356921,31.143362",上海万欢物业服务有限公司,2010,600,2,,56664,88,尚未接洽谈判,,上海
201,,京都苑,七莘路2982号,"121.358419,31.158216",上海万欢物业服务有限公司,2001,900,2,,63040,112,尚未接洽谈判,,上海
202,,绿野香舟家园一期,中谊路666弄绿野香舟,"121.364499,31.147101",上海万欢物业服务有限公司,2002,243,1,,50771,89,尚未接洽谈判,,上海
203,,东碧林湾苑,闵行区七莘路1890弄,"121.368684,31.145705",上海万欢物业服务有限公司,2004,600,2,,56408,80,尚未接洽谈判,,上海
204,,东方花园三期,荣谊路108弄1-40号,"121.37186,31.148491",上海万欢物业服务有限公司,2008,550,2,,70419,109,尚未接洽谈判,,上海
205,,阳光神州苑,闵行区华林路229号,"121.361899,31.143577",上海万欢物业服务有限公司,2004,1042,3,,53026,96,尚未接洽谈判,,上海
206,,爱博二村,闵行区宁虹路申滨路1051弄,"121.312452,31.212826",上海安必盛物业物业管理有限公司,2009,5000,24,,49666,100,已接洽未签约,,上海
207,,爱博三村,闵行区申滨路1058弄57号,"121.316875,31.217714",上海易达物业管理有限公司,2010,2000,10,,48105,160,已接洽未签约,,上海
208,,爱博四村,闵行区新虹街道天山西路4358弄1-57号,"121.31143,31.218834",上海欣赛物业管理有限公司,2011,3000,15,,45833,150,已接洽未签约,,上海
209,,爱博五村,天山西路4178弄1-109号,"121.313807,31.221824",上海通翼物业管理有限公司,2012,4000,20,,45000,160,已接洽未签约,,上海
210,,中梅苑,罗秀路1339弄,"121.421189,31.136452",上海景瑞物业管理有限公司,2005,900,3,,56972,90,已接洽未签约,,上海
211,,中梅苑（北区）,闵行区上中西路855弄14-15,"121.421395,31.135499",上海景瑞物业管理有限公司,2006,900,3,,57000,90,已接洽未签约,,上海
212,,中梅苑（南区）,闵行区罗秀路1459号,"121.422091,31.133588",上海景瑞物业管理有限公司,2005,900,3,,56950,90,已接洽未签约,,上海
213,,天恒名城,上海市闵行区鑫都路2688弄32号,"121.399107,31.062141",上海上实物业管理有限公司,2008,1300,4,,44134,150,尚未接洽谈判,,上海
214,,鑫都城紫云华庭,莘庄工业区22号地块(东块),"121.403649,31.063986",上海圆外物业管理有限公司,2016,300,1,,42533,150,尚未接洽谈判,,上海
215,,鑫都城鑫峰苑,闵行区鑫都路2535弄,"121.403898,31.060446",上海天为物业管理服务有限公司,2004,560,2,,40000,70,尚未接洽谈判,,上海
216,,鑫都城宝铭苑,闵行区瓶安路1600号,"121.406747,31.061069",上海天为物业管理服务有限公司,2008,600,2,,39000,82,尚未接洽谈判,,上海
217,,鑫都城柳岸人家/云天绿洲,颛桥镇鑫都路2699弄41号,"121.400781,31.058788",上海天为物业管理服务有限公司,2007,600,2,,40177,100,尚未接洽谈判,,上海
218,,半岛豪门花园,虹莘路1935、1955弄,"121.387068,31.141665",上海锐翔上房物业管理有限公司,2007,150,1,,49307,100,尚未接洽谈判,,上海
219,,好世鹿鸣苑,上海市闵行区闵城路199号,"121.390722,31.111082",绿城物业服务集团有限公司上海分公司,2009,1100,3,,73602,75,尚未接洽谈判,,上海
220,,阳明国际花苑,闵行区水清路588号,"121.389173,31.12646",上海锐翔上房物业管理有限公司,2004,700,2,,49694,90,尚未接洽谈判,,上海
221,,金铭新水岸,闵行区腾冲路50弄5号402,"121.401741,31.104706",上海鑫铭物业管理有限公司,2004,1200,5,,55925,99,尚未接洽谈判,,上海
222,,万达城市公寓,鹤友路336弄,"121.330683,31.243536",上海徐体物业管理有限公司,2010,1533,4,0,53000,85,尚未接洽谈判,,上海
223,,中星海上名豪苑（公寓）,临洮路1001弄,"121.33924,31.273243",上海中星集团申城物业有限公司,2013,933,4,0,51000,135,尚未接洽谈判,,上海
224,,嘉宝都市港湾,新郁路199弄,"121.36295,31.249033",上海嘉宝物业管理有限公司,2003,552,2,0,60000,90,尚未接洽谈判,,上海
225,,香馥湾,海川路77弄,"121.356556,31.268968",上海景瑞物业管理有限公司,2010,784,3,0,59000,85,尚未接洽谈判,,上海
226,,华润中央公园,芳礼路99弄,"121.320066,31.316731",华润置地（上海）物业管理有限公司,2016,1679,5,0,55000,85,尚未接洽谈判,,上海
227,,森林公馆,栖林路425弄,"121.321683,31.315356",上海金地物业服务有限公司,2010,1724,8,0,46000,90,已接洽未签约,,上海
228,93167,清水湾,宝安公路3136弄,"121.321683,31.315356",上海金地物业服务有限公司,2010,738,3,3,35000,85,已经安装,,上海
229,,新城香溢璟庭,依玛路389弄,"121.294004,31.338385",上海新城物业有限公司,2014,608,4,0,40000,90,已经签约,,上海
230,,新城优活城,红石路333弄,"121.236012,31.385184",上海新城物业有限公司,2011,802,4,0,38000,87,已经签约,,上海
231,,新城香溢澜庭,高台路1366弄,"121.250562,31.355696",上海新城物业有限公司,2014,706,3,0,43000,90,已经签约,,上海
232,,新城金郡,临泽路188弄,"121.245184,31.350723",上海新城物业有限公司,2011,3200,8,0,40000,125,已经签约,,上海
233,,清水颐园,裕民路1000弄,"121.244816,31.375118",上海新城物业有限公司,2005,2300,3,0,34000,90,已经签约,,上海
234,,新城香溢都荟,回城南路930弄,"121.266967,31.370076",上海新城物业有限公司,2016,732,4,0,37000,90,已经签约,,上海
235,83260,中海溪岸澜庭,嘉定区德园路1259弄,"121.306913,31.314248",上海中海物业管理有限公司,2017,2200,5,5,40000,90,已经安装,,上海
236,92957,上城雅苑（河畔艺墅）,嘉定市恒荣路388弄,"121.182534,31.360889",上海阳光投资（集团）物业管理有限公司,2015,900,3,0,25000,80,已经签约,,上海
237,93181,未来域,浦东御桥路288弄,"121.543676,31.15388",上海金地物业服务有限公司,2010,,,,,,已经安装,,上海
238,104289,骏景雅苑,通南路91弄99支弄,"121.482661,31.344035",佳信物业,2018,348,1,0,55000,90,已经签约,,上海
239,,九英里,长临路1318弄,"121.482661,31.344035",上海谷海物业管理有限公司,2007,1324,3,3,56000,75,已经安装,,上海
240,,聚丰景都,聚丰园路628弄,"121.381011,31.316546",上海豪斯物业管理有限公司,2009,1500,3,3,48000,75,已经安装,,上海
241,,瑞丰园,锦秋路1456弄,"121.383907,31.322893",上海豪斯物业管理有限公司,2005,531,1,1,48000,70,已经安装,,上海
242,,聚丰府邸,环镇北路1366弄,"121.384191,31.319981",上海豪斯物业管理有限公司,2014,380,1,1,48000,70,已经安装,,上海
243,,保利叶之林一期,华秋路349弄,"121.38519,31.33089",上海保利物业管理有限公司,2014,1570,4,4,60000,95,已经安装,,上海
244,,保利叶之林二期,塘祁路577弄,"121.382952,31.331073",上海保利物业管理有限公司,2015,860,3,3,60000,95,已经安装,,上海
245,,保利叶之林三期,塘祁路679弄,"121.380652,31.330203",上海保利物业管理有限公司,2016,480,2,2,60000,95,已经安装,,上海
246,,保利叶上海一期至四期,菊太路1198弄,"121.366652,31.349498",上海保利物业管理有限公司,2016,2000,4,4,47000,95,已经安装,,上海
247,,共康雅苑二期,花园宅路190弄,"121.428845,31.334706",戴发物业,2014,386,1,1,45000,75,已经安装,,上海
248,,美罗家园宝欣苑一村,上海市宝山区美平路696弄,"121.345479,31.394997",上海宝房（集团）大楼物业,2014,600,2,2,27000,72,已经安装,,上海
249,,美罗家园宝欣苑二村,上海市宝山区美平路745弄,"121.345874,31.393043",上海宝房（集团）大楼物业,2014,600,2,2,27000,72,已经安装,,上海
250,,美罗家园金丰苑2期,上海市宝山区罗和路935弄,"121.339974,31.399734",上海宝房（集团）大楼物业,2014,700,2,2,27000,72,已经安装,,上海
251,,美罗家园金丰苑3期,上海市宝山区罗和路855弄,"121.340902,31.397652",上海宝房（集团）大楼物业,2014,700,2,2,27000,72,已经安装,,上海
252,,佳翔苑,上海市宝山区陆翔路3489弄,"121.343966,31.406853",上海宝房（集团）大楼物业,2014,680,2,2,27000,72,已经安装,,上海
253,,佳境苑,上海市宝山区美丹路1033弄,"121.344075,31.398294",上海宝房（集团）大楼物业,2014,1200,3,3,27000,72,已经安装,,上海
254,,美罗家园润苑,上海市宝山区年吉路650弄,"121.340705,31.405784",上海宝房（集团）大楼物业,2014,660,2,2,27000,72,已经安装,,上海
255,,招商海德名门,海笛路333号,"121.426439,31.398896",上海招商物业,2014,630,2,2,45000,90,已经安装,,上海
256,,大华铂金华府,真华路1030弄,"121.426439,31.398896",上海大华物业管理有限公司,2005,1400,5,0,70000,95,尚未接洽谈判,,上海
257,,住友宝莲花园,牡丹江路1242弄,"121.492828,31.398257",上海晨莲物业管理有限公司,2003,795,2,0,58000,90,尚未接洽谈判,,上海
258,,泰禾红御,恒高路83弄,"121.476915,31.331356",福州泰禾物业管理有限公司上海分公司,2016,833,3,0,68000,95,尚未接洽谈判,,上海
259,,三花现代城丹桂苑,云西路168弄,"121.481846,31.322495",上海凯士顿物业管理有限公司,2005,820,2,0,60000,85,尚未接洽谈判,,上海
260,,旭辉澜悦湾,潘泾路4777号,"121.35509,31.471959",上海永升物业管理有限公司,2013,2220,5,0,30000,100,尚未接洽谈判,,上海
261,,翔瑞新苑(北区),嘉年路128弄,"121.302323,31.30523",上海葛洲坝绿融置业有限公司,2013,611,2,0,30000,90,尚未接洽谈判,,上海
262,,美岸栖庭,何家湾路111弄,"121.499228,31.336238",福士源地物业管理有限公司,2006,2866,5,0,60000,92,已接洽未签约,,上海
263,,杰圣家苑,殷高西路331弄,"121.480989,31.327273",长江国际,2008,611,2,0,57000,85,尚未接洽谈判,,上海
264,,宝宸怡景园,三泉路1859弄,"121.441123,31.337442",上海新寓物业管理有限公司,2011,2944,7,0,62000,90,尚未接洽谈判,,上海
265,,兴景佳苑,永清路999弄,"121.497694,31.404509",绿地物业,2004,650,2,0,57000,75,尚未接洽谈判,,上海
266,,四季绿城,新二路999弄,"121.483818,31.336408",迪颖物业,2006,1639,5,0,57000,80,尚未接洽谈判,,上海
267,,枫桥湾名邸,长江南路245弄,"121.493832,31.339679",上海集地物业,2008,312,1,0,57000,75,尚未接洽谈判,,上海
268,,金沙缘圆宝坻,金运路539号,"121.326502,31.248738",真如物业,2008,600,2,0,56000,82,尚未接洽谈判,,上海
269,,润渡佳苑,春荣路800弄,"121.232945,31.273865",上海润渡佳苑物业管理处,2014,590,2,0,30000,80,尚未接洽谈判,,上海
270,,三湘盛世花园(一期),一二八纪念路688弄,"121.459667,31.332077",上海三湘物业管理有限公司,2006,738,2,0,53000,75,尚未接洽谈判,,上海
271,,三湘盛世花园(二期),一二八纪念路788弄,"121.456473,31.33145",上海三湘物业管理有限公司,2006,768,2,0,53000,75,尚未接洽谈判,,上海
272,,岭南雅苑,岭南路1288弄,"121.463003,31.330786",上海上实物业管理有限公司,2002,868,3,0,50000,80,尚未接洽谈判,,上海
273,,上大阳光乾静园,上大路128弄,"121.41364,31.317897",上海乾溪物业管理有限公司,2006,604,2,0,50000,72,尚未接洽谈判,,上海
274,,成事高邸,上大路178弄,"121.411922,31.317774",上海高成物业管理有限公司,2005,342,1,0,50000,85,尚未接洽谈判,,上海
275,,中环国际公寓(二期),大康路1079弄,"121.427971,31.339764",上海中环陆家嘴物业管理有限公司,2015,900,3,0,60000,105,尚未接洽谈判,,上海
276,,华能时代花园,双庆路85弄,"121.494846,31.395432",上海璞金物业管理有限公司,2002,480,1,0,51000,100,尚未接洽谈判,,上海
277,,骏华苑,南大路6弄,"121.417685,31.306424",上海乾溪物业管理有限公司,2009,653,2,0,44000,100,尚未接洽谈判,,上海
278,,美好家小区,场中路3658弄,"121.432942,31.30708",上海宝房物业管理有限公司,2000,650,2,0,50000,90,尚未接洽谈判,,上海
279,,幸之苑(一期),逸仙路1321弄5支弄,"121.49389,31.31935",华东物业管理有限公司,2004,220,0,0,50000,65,尚未接洽谈判,,上海
280,,金鹤新城城杰苑,鹤霞路600弄,"121.314702,31.252111",上海振新物业,2008,1596,5,0,43000,80,尚未接洽谈判,,上海
281,,宝景苑,通南路55弄,"121.483217,31.345604",湘能物业,1997,700,2,0,40000,75,尚未接洽谈判,,上海
282,,嘉骏花苑,新二路1088弄,"121.480006,31.33545",上海百联物业,2004,1400,4,0,55000,80,尚未接洽谈判,,上海
283,,缘圆宝邸,金园一路1359弄,"121.324789,31.248551",真如物业,2008,200,0,0,50000,90,尚未接洽谈判,,上海
284,,三湘海尚城(公寓),郁江巷路129弄,"121.485422,31.348283",上海三湘物业管理有限公司,2013,1000,3,0,60000,110,尚未接洽谈判,,上海
285,,恒盛豪庭,恒高路128弄,"121.476514,31.330016",上海中星集团申城物业有限公司,2015,950,3,0,58000,105,尚未接洽谈判,,上海
286,,大唐花园,沪太路3717弄,"121.407453,31.349433",上海仁信物业公司,2005,500,2,0,33000,90,尚未接洽谈判,,上海
287,,泰翔嘉苑,德园南路485弄,"121.320202,31.292037",博威物业,2015,1200,4,0,33000,100,尚未接洽谈判,,上海
288,,三花现代城香梅苑,云西路219弄,"121.481067,31.32427",上海凯士顿物业管理有限公司,2014,3700,10,0,60000,120,尚未接洽谈判,,上海
289,,远景时代,沪太路188弄,"121.428728,31.291631",上海复瑞物业管理有限公司,2000,328,1,0,55000,90,尚未接洽谈判,,上海
290,,上大阳光乾宁园,上大路218弄,"121.410032,31.317454",上海乾溪物业管理有限公司,2006,622,2,0,50000,92,尚未接洽谈判,,上海
291,,禄德嘉苑,竹韵路258弄,"121.448897,31.373632",上海邦手物业管理有限公司,2005,600,2,0,40000,88,尚未接洽谈判,,上海
292,,旭辉华庭,白银路928弄 ,"121.251773,31.353187",上海永升物业管理有限公司,2014,432,1,0,40000,90,已经签约,,上海
293,,慧华苑,南陈路278弄,"121.40249,31.314901",上海祁华物业,2009,646,1,0,43000,95,尚未接洽谈判,,上海
294,,慧华东苑,南陈路279弄1-60号,"121.405964,31.314421",上海乾溪物业管理有限公司,2011,500,1,0,46000,100,尚未接洽谈判,,上海
295,,金鹤新城金霞苑,鹤霞路111弄,"121.323867,31.251888",上海西部大众地产置业,2008,700,2,0,44000,75,尚未接洽谈判,,上海
296,,布鲁斯郡,芳林路669弄,"121.320928,31.309329",格林风范物业,2014,218,1,0,48000,150,尚未接洽谈判,,上海
297,,季景铭郡,古猗园南路355弄,"121.326178,31.289366",狮城怡安（上海）物业管理有限公司,2015,1272,4,0,48000,110,尚未接洽谈判,,上海
298,,白金院邸,嘉定区南翔镇芳林路819弄,"121.321396,31.312198",上海金地物业服务有限公司,2006,540,1,0,50000,120,已接洽未签约,,上海
299,,香逸湾(北区),竹韵路58弄,"121.451943,31.370905",盛高物业,2009,532,1,0,45000,90,尚未接洽谈判,,上海
300,,上大阳光乾恩园,环镇北路655弄,"121.411147,31.315048",上海乾溪物业管理有限公司,2009,528,1,0,47500,80,尚未接洽谈判,,上海
301,,远洋香奈,杨泰路2158弄,"121.435689,31.401086",杨泰春城物业,1993,2500,5,0,41000,75,尚未接洽谈判,,上海
302,,旭辉依云湾(公寓),顾北路666弄,"121.393934,31.356467",上海永升物业管理有限公司,2011,826,3,0,41000,105,已经签约,,上海
303,,祥源福邸,金通路1788弄43号,"121.327612,31.293073",博威物业,2009,600,2,0,44000,80,尚未接洽谈判,,上海
304,,杨泰苑,杨桃路185弄,"121.445018,31.378524",杨泰春城物业,1998,500,1,0,33000,70,尚未接洽谈判,,上海
305,,东方豪园(公寓),宝安公路3518弄,"121.282208,31.337728",上环房地产物业,2007,700,2,0,38000,90,尚未接洽谈判,,上海
306,,中冶翔腾城市佳园(一期),中佳路28弄,"121.326971,31.302557",暂无,2013,422,1,0,52000,110,尚未接洽谈判,,上海
307,,杨泰康苑,松兰路328弄1-36号,"121.455814,31.37941",上海杨行物业,2000,288,1,0,38000,70,尚未接洽谈判,,上海
308,,金地天地云墅(公寓),苏家浜路388弄,"121.398073,31.368077",上海金地物业服务有限公司,2015,726,2,0,45000,120,尚未接洽谈判,,上海
309,,尚城汇景园,逸仙路3508弄,"121.507616,31.354596",龙胜物业,2007,187,0,0,45000,75,尚未接洽谈判,,上海
310,,龙湖北城天街,陆翔路1018弄,"121.367221,31.366808",重庆龙湖物业,2012,800,2,0,30000,90,已接洽未签约,,上海
311,,龙湖郦城,双单路1509弄,"121.261354,31.332229",重庆龙湖物业,2010,1600,5,0,41000,100,已接洽未签约,,上海
312,,蓝湖香颂,云屏路88弄,"121.262766,31.330819",重庆龙湖物业,2010,1387,4,0,37000,100,已接洽未签约,,上海
313,,龙湖郦城188弄,云屏路188弄,"121.26167,31.332729",重庆龙湖物业,2010,700,2,0,41000,100,已接洽未签约,,上海
314,,龙湖霖珑公馆,云谷路1388弄,"121.254096,31.353502",重庆龙湖物业,2012,300,1,0,41000,90,已接洽未签约,,上海
315,,合景叠翠峰(一期),秋竹路618弄,"121.227922,31.386233",合景泰富物业,2015,900,3,0,35000,100,已接洽未签约,,上海
316,,金星绿苑(二期),集贤路501弄,"121.360462,31.428424",上海罗店物业,2006,650,2,0,30000,90,尚未接洽谈判,,上海
317,,金星绿苑(西区),集贤路500弄,"121.356666,31.426728",上海罗店物业,2006,550,2,0,30000,90,尚未接洽谈判,,上海
318,,绿地海域苏河源(一期公寓),博园路8085弄,"121.165272,31.284359",绿地物业,2015,846,2,0,34000,90,尚未接洽谈判,,上海
319,,新天地荻泾花园,沙浦路311弄,"121.39213,31.360126",上海天吉物业,2011,1977,3,0,39000,80,已接洽未签约,,上海
320,,世纪长江苑锦城,电台路568弄,"121.397389,31.361119",长发物业,2008,1200,4,0,34000,88,尚未接洽谈判,,上海
321,,月泉湾名邸,德都路269弄,"121.432685,31.418257",上海宝钢源康物业,2004,520,1,0,34000,80,尚未接洽谈判,,上海
322,,虹梅菁典,春申路1717弄,"121.436955,31.120245",上海益镇物业管理有限公司,2013.5.15,879,2,,65000,110,已接洽未签约,,上海
323,,闻喜华庭,曲沃路66弄,"121.452262,31.313328",上海益镇物业管理有限公司,2013.5.15,867,2,,65000,110,已接洽未签约,,上海
324,,丽景苑,九新公路28弄,"121.321564,31.140498",上海多任物业,2015.3.13,487,1,,45000,110,已经签约,,上海
325,,锦绣怡庭,徐盈路588弄,"121.26767,31.175857",上海锦江物业管理有限公司,2015.3.13,758,2,,38000,115,已经签约,,上海
326,,三盛颐景园,上海松江区涞亭南路888弄,"121.347872,31.129686",颐景园物业有限公司,2015.3.13,877,5,,43000,90,已经签约,,上海
327,,泗泾颐景园,上海松江区泗陈公路518弄,"121.275239,31.128603",颐景园物业有限公司,2015.3.13,884,0,,43000,90,已经签约,,上海
328,,松江颐景园,上海松江区荣乐西路1058弄,"121.198835,31.024378",颐景园物业有限公司,2015.3.13,839,0,,43000,90,已经签约,,上海
329,,同济雅筑,松江区环城路866号,"121.254298,31.017987",颐景园物业有限公司,2015.3.13,688,3,,43000,90,已经签约,,上海
330,,新理想花园,荣乐西路768弄,"121.20425,31.024488",上海翔禧物业管理有限公司,2014.4.11,1046,4,,43000,90,已经签约,,上海
331,,辰丰苑,辰塔路455弄,"121.190653,31.016204",上海翔禧物业管理有限公司,2014.4.11,680,3,,43000,90,已经签约,,上海
332,,庐秀新苑（东区、西区）,南埭路185弄,"121.225682,31.011019",上海翔禧物业管理有限公司,2014.4.11,878,4,,41400,90,已经签约,,上海
333,,玉龙苑,永丰路270弄,"121.222112,31.017556",上海翔禧物业管理有限公司,2014.4.11,1236,2,,43000,90,已经安装,,上海
334,,香云庭,中山西路1号,"121.219092,31.01007",新城物业,2016.8.17,400,2,,41400,115,已经签约,,上海
335,,水云间,兴仓路39弄,"121.21247,31.01266",新城物业,2016.8.17,587,3,,41400,115,已经签约,,上海
336,,上坤璟里,洞塔路500弄,"121.246724,31.102232",新城物业,2016.8.17,1330,4,,42000,115,已经签约,,上海
337,,新城盛景A区,崧文路399弄,"121.153625,31.165902",新城物业,2014.7.05,332,0,,42000,115,已接洽未签约,,上海
338,,新城盛景B区,崧文路388弄,"121.153625,31.165902",新城物业,2014.7.05,453,0,,42000,115,已接洽未签约,,上海
339,,新城盛景C区,崧文路299弄,"121.153625,31.165902",新城物业,2014.7.05,534,0,,42000,115,已接洽未签约,,上海
340,,新城盛景D区,崧文路338弄,"121.153625,31.165902",新城物业,2014.7.05,227,0,,42000,115,已接洽未签约,,上海
341,,新城盛景E区,崧文路288弄,"121.153625,31.165902",新城物业,2014.7.05,1320,3,,42000,115,已接洽未签约,,上海
342,,青水湾公寓,华浦路268号,"121.143482,31.164629",新城物业,2011.3.21,662,2,,38000,200,已经安装,,上海
343,,佳乐苑,盈港东路8300弄,"121.147477,31.168649",新城物业,2013.11.12,749,3,,35000,87,已接洽未签约,,上海
344,,夏阳金城北区,北青公路2555号,"121.190583,31.199159",新城物业,2014.5.16,423,2,,35000,114,已接洽未签约,,上海
345,,夏阳金城南区,北青公路2555号,"121.190583,31.199159",新城物业,2014.5.16,388,1,,35000,114,已接洽未签约,,上海
346,,忆华里一期,漕穗北路115号,"121.100893,31.154458",新城物业,2014.7.05,800,3,,32000,96,已经签约,,上海
347,,忆华里二期,漕穗北路115号,"121.10178,31.15206",新城物业,2014.7.05,878,3,,32000,96,已经签约,,上海
348,,清河佳苑一期,清河湾路900弄,"121.097471,31.173936",中靓物业,2014.9.07,546,2,,36000,105,已经签约,,上海
349,,清河湾佳苑二期,清河湾路850弄,"121.098783,31.170769",中靓物业,2014.9.07,553,2,,36000,105,已经签约,,上海
350,,秀景苑三期,崧润路1029弄,"121.163658,31.168128",中靓物业,2012.08.02,677,3,,42000,105,已经签约,,上海
351,,秀景苑二期,崧润路1028弄,"121.166069,31.168321",中靓物业,2012.08.02,796,3,,42000,105,已经签约,,上海
352,,民惠佳苑三期,久业路1900弄,"121.123321,31.221904",中靓物业,2012.08.02,900,3,,42000,105,已接洽未签约,,上海
353,,民惠雅苑,久康路99弄,"121.119504,31.221592",中靓物业,2012.08.02,878,3,,42000,105,已接洽未签约,,上海
354,,崧文苑,崧文南路229弄,"121.152241,31.153952",山湖秀物业,2016.07.05,983,4,,42000,87,已经签约,,上海
355,,崧涵庭,秀泉路551弄,"121.156914,31.153325",山湖秀物业,2016.07.05,688,2,,42000,87,已经签约,,上海
356,,青湖轩,崧文南路59弄,"121.15178,31.150463",山湖秀物业,2016.07.05,877,3,,42000,87,已经签约,,上海
357,,青湖苑,崧文南路60弄,"121.154493,31.150785",山湖秀物业,2016.07.05,1244,4,,42000,87,已经签约,,上海
358,,崧文轩,崧文南路395弄,"121.152668,31.156739",山湖秀物业,2016.07.05,433,2,,42000,87,已经签约,,上海
359,,崧文阁,秀泉路766弄,"121.152576,31.155356",山湖秀物业,2016.07.05,396,1,,42000,87,已经签约,,上海
360,,鑫苑壹品世家,秀泉路628弄,"121.155077,31.155172",鑫苑物业,2016.07.05,370,3,,42000,150,已接洽未签约,,上海
361,,鑫苑一品世家东区,秀泉路655弄,"121.156987,31.15503",鑫苑物业,2016.07.05,442,3,,42000,150,已接洽未签约,,上海
362,,锦绣逸庭,徐盈路588弄,"121.26767,31.175857",靖江物业,2013.08.15,566,2,,33000,90,已经签约,,上海
363,,格林公馆,芳林路975号,"121.317149,31.313473",金地物业,2014.05.06,880,5,,41200,90,已接洽未签约,,上海
364,,玫瑰苑,上海市青浦区清河湾路699号,"121.103207,31.173458",永升物业,2013.5.16,1484,8,,41200,90,已经签约,,上海
365,,百合苑,上海市青浦区清河湾路425号,"121.098336,31.174431",永升物业,2014.05.06,500,3,,41200,90,已经签约,,上海
366,,朗悦庭,上海青浦区练塘镇章练塘路880号,"121.057932,31.007674",永升物业,2014.05.06,483,3,,31800,90,已经签约,,上海
367,,御品园林,青浦徐南路1188号（近前云路）,"121.272815,31.157272",永升物业,2013.5.16,577,0,,40500,90,已经签约,,上海
368,,纯真中心,松江区蒲汇路178弄,"121.331248,31.14574",永升物业,2014.05.06,1203,4,,42100,110,已经签约,,上海
369,,上坤墅,松江区新农河路508弄（莘砖公路新农河路口）,"121.300232,31.097936",永升物业,2013.5.16,677,0,,42100,220,已经签约,,上海
370,,安贝尔花园,松江区影振路299弄（近车亭公路,"121.315124,31.010337",永升物业,2013.5.16,644,2,,36500,220,已接洽未签约,,上海
371,,昱秀欣苑,崧润路518弄,"121.166925,31.159795",上海沙林物业管理有限公司,2013.09.03,1213,5,,36500,220,已接洽未签约,,上海
372,, 昱华苑,崧古路33弄 ,"121.161017,31.160429",上海沙林物业管理有限公司,2014.08.03,389,1,,36500,220,已接洽未签约,,上海
373,,昱芳苑,崧古路99弄,"121.16064,31.161333",上海沙林物业管理有限公司,2014.05.06,389,1,,36500,105,已接洽未签约,,上海
374,,崧泽中心,崧润路800弄31号,"121.172796,31.147818",上海佳信物业管理有限公司,2013.09.03,512,0,,36500,220,已接洽未签约,,上海
375,,崧泽华城逸泰雅苑,崧润路800弄31,"121.172796,31.147818",上海佳信物业管理有限公司,2014.08.03,,3,,36500,90,已接洽未签约,,上海
376,,崧泽华城德康雅苑,崧润路49弄13号,"121.1653,31.150284",上海佳信物业管理有限公司,2014.05.06,,2,,36500,90,已接洽未签约,,上海
