序号,楼盘ID,楼盘名称,楼盘地址（到门牌号）,经纬度,物业名称,楼盘交付时间,入住户数,预计投放点位数,实际安装点位,"房价
（元/m2）",主力户型面积,目前开发状态,需解决的问题,城市
170,,加拿大花园,广州市天河中山大道西枫叶路8号加拿大花园一期,"113.367062,23.140202",广东华隆房地产开发有限公司,1999/3/1,400,1,,70000,87-88,待洽谈,,广州
171,,中兴花园,中山大道中1092-1104号,"113.418807,23.115965",广东恒汇物业管理有限公司,2012/5/1,1200,4,,70000,87-88,待洽谈,,广州
172,,保利天悦花园,广州市海珠区悦江中路南侧,113.297331;23.225672,广州保利城物业管理有限公司,2015/1/1,900,3,,70000,60-121m2,待进一步洽谈,,广州
173,,金麓山庄,广州市越秀区下塘西路145号,113.297331;23.225672,金向物业,2010/1/1,1000,3,,69000,45-90m2,待洽谈,,广州
174,,中强大厦,广州大道中1432号,"113.314195,23.150312",广州长建物业管理有限公司,1999,300,1,2,69000,75-136m2,已入柜,,广州
175,,中曦大厦,解放中路306号中曦大厦,113.269318;23.127639,广州东华物业管理有限公司,2002/7/1,416,1,,68000,56-100m2,待洽谈,,广州
176,,淘金花园,恒福路110号,113.288882;23.143566,广州市三原物业管理有限公司,2000/1/1,1000,3,,67700,75-120m2,待洽谈,,广州
177,,雍雅园,广州市越秀区中山四路芳草街2号雍雅园,113.277603;23.1278646,广州宜家创生物业管理有限公司,2010/1/1,350,1,,67000,65-110m2,待进一步洽谈,,广州
178,,万福路365号小区,万福路365号小区,113.277130;23.125295,广州市万福物业管理有限公司,1999/1/1,220,1,,67000,66-75m2,待洽谈,,广州
179,,恒鑫御园,广州市连新路111号恒鑫御园,113.262226;23.1297669,广州恒鑫物业管理限公司,2011/1/1,1500,5,,67000,66-116m2,待洽谈,,广州
180,,中信东方广场（西塔）,广东省广州市越秀区犀牛路43号,113.295018;23.133898,广东中信厚德物业管理有限公司,1998/1/1,445,1,,67000,76-120m2,待洽谈,,广州
181,,中海锦城南苑,越秀区中山一路26号,113.265602;23.091711,中海物业管理有限公司,2006/1/1,196,1,,66000,56-100m2,待进一步洽谈，已扫盘,,广州
182,,蓝色康园,滨江东路562号,113.309832;23.108507,广州市瑞丰物业管理有限公司,2006/1/1,1300,4,,66000,75-126m2,待洽谈,,广州
183,,中海康城 ,广州广园快速路东圃路段中海康城花园管理处,"113.402852,23.133803",中海物业管理有限公司,2006/1/1,3718,12,,65000,87-88,已入柜,,广州
184,,富力御龙庭,淘金东路108-138号,113.295404;23.142493,广州天力物业发展有限公司,2008,950,3,,65000,75-126m2,待进一步洽谈,,广州
185,,富力朗逸轩,南村路41号,113.267943;23.104507,广州天力物业发展有限公司,2008/12/1,300,1,,65000,87-121m2,待进一步洽谈,,广州
186,,富力天力居,东圃大马路天力街2-30号,"113.404102,23.116471",广州天力物业发展有限公司,2014/1/1,1138,4,,65000,87-88,待进一步洽谈,,广州
187,,富力院士庭,东莞庄路72号,"113.344226,23.157790",广州天力物业发展有限公司,2016/9/1,500,2,,65000,87-88,待进一步洽谈,,广州
188,,九洲海誉居,东莞庄路120号,"113.343658,23.159982",广州市珠江酒店物业管理有限公司珠江新城分公司,2016/12/13,600,2,,65000,87-88,待洽谈,,广州
189,,唐顿公寓,东圃二横路200号,"113.409474,23.124232",广州市盈怡市场经营管理有限公司,2013/1/1,216,1,,65000,87-88,待洽谈,,广州
190,,天一新村,东莞庄路126号,"113.337174,23.155643",广州市天一物业管理有限公司_,2000/1/1,1000,3,,65000,87-88,待洽谈,,广州
191,,君铂国际,广州市东风东路701号君铂国际,113.294357;23.1312624,广州市君铂物业管理有限公司,2004/1/1,410,1,,65000,55-109m2,待洽谈,,广州
192,,城启波尔多庄园,广州市广东省广州市越秀区淘金东路139-141号,113.30301;23.149169,广州市城启物业管理有限公司,2012/6/1,528,1,,65000,65-125m2,待进一步洽谈，已扫盘,,广州
193,,城启天鹅湾,广东省广州市海珠区革新路206-2号,113.261226;23.092634,广州市城启物业管理有限公司,2009/10/1,740,2,,65000,75-100m2,待进一步洽谈，已扫盘,,广州
194,,名圃新村,东圃镇黄村荔苑路69号 ,"113.409281,23.127611",广州南鑫物业有限公司,2000/1/1,600,2,,65000,87-88,待洽谈,,广州
195,,会展世界城,广东省广州市海珠区新港东路水蓝街95号会展世界城,113.385849;23.0956497,广州金铭物业管理有限公司,2011/1/1,211,1,,65000,66-106m2,待洽谈,,广州
196,,广工大五山教师小区,东莞庄路一横路,"113.337127,23.150245",广州华信物业管理有限公司,2000/1/1,1000,3,,65000,87-88,待洽谈,,广州
197,,海警小区,天河区东圃镇黄村王圆路海警小区,"113.415588,23.128266",广州和顺物业管理公司,2000/3/1,230,1,,65000,87-88,待洽谈,,广州
198,,五羊北区,"广州市越秀区寺右北三街四巷1,8,10号五羊北区",113.313569;23.1215189,广州东华物业管理有限公司,1992/1/1,400,1,,65000,55-70m2,待洽谈,,广州
199,,康城花园,广州广园快速路东圃路段康城花园,"113.405243,23.13324",广州城洲房产租赁有限公司,2005/1/1,2000,7,,65000,87-88,待洽谈,,广州
200,,华逸锦轩,东泰路30-32号,113.309376;23.123893,广州市至诚物业管理有限公司,2006/1/1,400,1,,63000,67-88m2,待洽谈,,广州
201,,丽景台,东兴北路69-77号,113.312456;23.123785,广州东华物业管理有限公司,2016/8/1,350,1,,63000,45-95m2,待洽谈,,广州
202,,逸雅居小区,广州市越秀区建设大马路8号逸雅居小区北塔,113.281361;23.1341643,深圳市盛孚物业管理有限公司广州分公司,2010/1/1,267,1,,62000,67-98m2,待洽谈,,广州
203,,颐和雅轩,广东省广州市越秀区应元路洪桂新街1号颐和雅轩,113.268821;23.1346912,广州颐和酒店物业管理有限公司,2012/1/1,532,1,,62000,75-120m2,待进一步洽谈,,广州
204,,颐景轩,五羊新城江月路17号,113.311385;23.113936,广州宜家创生物业管理有限公司,2013/1/1,400,1,,62000,67-99m2,待进一步洽谈,,广州
205,,椰诚阁,挹翠路28号,113.278382;23.117216,广州市秀悦物业管理有限公司,1999/12/1,230,1,,62000,89m2,待进一步洽谈,,广州
206,,麓景雅苑,广州市越秀区麓景路86-98号麓景雅苑,113.284636;23.149659,广州市金洹物业管理有限公司东区管理处,2000/8/1,360,1,,62000,76-128m2,待洽谈,,广州
207,,东山华庭,东船上街14-42号,113.283543;23.115663,广州胜昕物业管理有限公司,2009/8/4,250,1,,62000,94m2,待洽谈,,广州
208,,银山大厦,广州市越秀区仓边路93～95号 银山大厦,113.309829;23.2262576,广州东华物业管理有限公司,2000/1/1,410,1,,62000,75-98m2,待洽谈,,广州
209,,馨晴轩,素社六巷3号之1至9 ,113.278501;23.103552,深圳市普乐康物业管理有限公司广州分公司,2004,300,1,,60000,85-136m2,待洽谈,,广州
210,,中信君庭,海珠滨江东路下渡路49号,"113.304759,23.103247",深圳市百利行物业发展有限公司广州分公司,2004,400,,2,60000,80-100,已入柜,,广州
211,,美林海岸花园,广州市天河区员村四横路椰林路4号,"113.372815,23.113114",清远市美林商务服务有限公司,2004/1/1,3400,11,,60000,87-88,已入柜,,广州
212,,东山一品,广州市水荫路51-53号,113.297331;23.225672,华侨物业,2010/1/1,1200,4,,60000,75-99m2,待洽谈,,广州
213,,雅景阁,雅景阁广州市越秀区德政南路115号,113.275105;23.119514,广州长建物业管理有限公司,1998/1/1,230,1,,60000,66-98m2,待洽谈,,广州
214,,高尔夫庄园,广东省广州市白云区颐和高尔夫庄园,"113.32126,23.221584",广州颐和酒店物业管理有限公司,2013/1/1,788,3,,60000,100-150,待进一步洽谈,,广州
215,,颐和上院一期,广东省广州市白云区白云大道南金信路颐和上院,"113.271038,23.176766",广州颐和酒店物业管理有限公司,2012/1/1,665,2,,60000,100-150,待进一步洽谈,,广州
216,,新兴大厦,广州市越秀区中山二路53、55、57号 广州新兴大厦 ,113.288299;23.125408,广州新兴大厦物业部,2002/1/1,300,1,,60000,65-90m2,待洽谈,,广州
217,,富力现代广场,广州市海珠区工业大道76-80号,113.254974;23.091101,广州天力物业发展有限公司,2003,3250,11,,60000,87-121m2,待进一步洽谈,,广州
218,,天朗明居,广州市天河区车陂路407-439号天朗明居天朗路407号前,"113.391596,23.126231",广州天力物业发展有限公司,2011/3/1,3200,11,,60000,87-88,待进一步洽谈,,广州
219,,天朗明居南门,广州市天河区车陂路407-439号天朗明居南门,"113.391596,23.126231",广州天力物业发展有限公司,2011/3/1,3200,11,,60000,87-88,待进一步洽谈,,广州
220,,智景花苑,车陂北街大街二巷10号,"113.395527,23.128783",广州市智美物业管理有限公司,2000/1/1,950,3,,60000,87-88,待洽谈,,广州
221,,美景花苑,车陂路30号,"113.393798,23.126220",广州市智美物业管理有限公司,2000/1/1,845,3,,60000,87-88,待洽谈,,广州
222,,雅景花园,水荫路29号,113.31055;23.137782,广州市至诚物业管理有限公司,1999/1/1,600,2,,60000,65-108m2,待洽谈,,广州
223,,百合苑,员村四横路,"113.371628,23.11684",广州市至诚物业管理有限公司,1998/1/1,800,3,,60000,87-88,待洽谈,,广州
224,,杨箕村A区,杨箕大街31-32号,113.312749;23.127315,广州市杨箕庚泰物业管理有限公司,2015/9/1,2300,7,,60000,65-128m2,待洽谈,,广州
225,,杨箕村杨箕大街,杨箕大街31-32号,113.313126;23.126726,广州市杨箕庚泰物业管理有限公司,2015/9/1,2300,7,,60000,72-135m2,待洽谈,,广州
226,,橡树园,橡树二街4号,"113.328323,23.168771",广州市燕塘物业管理有限公司,2009/1/1,1000,3,,60000,87-88,待进一步洽谈,,广州
227,,松岗小区,松岗小区天河区员村新街7号,"113.387086,23.160295",广州市瑞博物业管理有限公司,1999/1/1,200,1,,60000,87-88,待进一步洽谈,,广州
228,,冠庭园,冠庭园广州大道北649-13号,"113.323395,23.169317",广州市瑞博物业管理有限公司,2001/1/1,440,1,,60000,87-88,待进一步洽谈,,广州
229,,东山京士柏,东华东路588号,113.297898;23.126930,广州市启骏物业管理有限公司,2017/3/15,270,1,,60000,40-80m2,待洽谈,,广州
230,,流花君庭,流花路73号,"113.250973,23.138987",广州市丽影物业管理有限公司,2010/4/1,350,1,,60000,60-90,待洽谈,,广州
231,,广州合成材料研究院,广东省广州市天河区车陂西路396号广州合成材料研究院,"113.388591,23.144018",广州市金洹物业管理有限公司,1999/7/1,300,1,,60000,87-88,待洽谈,,广州
232,,金燕大厦,广东省广州市天河区燕岭路120号金燕大厦,"113.327447,23.158958",广州市金鸿物业管理有限公司,2000/1/1,130,0,,60000,87-88,待洽谈,,广州
233,,五山花园,茶山路231号-254号,"113.360533,23.156925",广州市惠民物业管理有限公司,2000/8/1,380,1,,60000,87-88,待洽谈,,广州
234,,怡新花园,广州市白云区大道北怡新路怡新花园,"113.327141,23.181514",广州市宏新物业管理有限公司,2007/1/1,1600,5,,60000,87-88,待洽谈,,广州
235,,天利居,牛利岗南街,"113.323171,23.168586",广州市恒丰物业管理有限公司,2000/1/1,300,1,,60000,87-88,待洽谈,,广州
236,,中人小区,中成路300号,"113.350298,23.189434",广州市广晟物业管理有限公司,2000/5/1,1000,3,,60000,87-88,待洽谈,,广州
237,,茶景苑,广州市天河区贤韵街10～20号茶景苑,"113.355343,23.148459",广州市港联长江物业管理有限公司,2000/1/1,500,2,,60000,87-88,待洽谈,,广州
238,,燕东大厦,燕岭路390号,"113.332843,23.164201",广州市甘元物业管理有限公司,2000/1/1,300,1,,60000,87-88,待洽谈,,广州
239,,五山小区,五山路118号五山小区,"113.345622,23.139764",广州市东建物业管理有限公司,2000/1/1,560,2,,60000,87-88,待洽谈,,广州
240,,名豪阁,祥圃街18号,"113.405988,23.118886",广州市东浩物业管理有限公司,2001/1/1,400,1,,60000,87-88,待洽谈,,广州
241,,名圃花园,祥圃街5号,"113.40547,23.11874",广州市东浩物业管理有限公司,2001/1/1,800,3,,60000,87-88,待洽谈,,广州
242,,边防指挥学校住宅小区,广州市天河区奥体南路399号,"113.418686,23.13587",广州市创悦物业管理有限公司,2010/1/1,600,2,,60000,87-88,待洽谈,,广州
243,,景晖苑小区,元岗路自编180,"113.337008,23.176586",广州市创悦物业管理有限公司,2000/1/1,880,3,,60000,87-88,待洽谈,,广州
244,,新悦楼,广东省广州市天河区车陂新涌口西78-80号新悦楼,"113.395324,23.110956",广州市潮轩物业管理有限公司,2001/7/1,180,1,,60000,87-88,待洽谈,,广州
245,,瑞心苑小区,粤垦路165号,"113.332441,23.154585",广州赛宝物业经营管理中心,2006/1/1,600,2,,60000,87-88,待洽谈,,广州
246,,南兴花园,上元岗路337号,"113.338834,23.178504",广州南方物业有限公司,2010/1/1,1200,4,,60000,87-88,待洽谈,,广州
247,,世纪绿洲,天源路品源街30号,"113.366890,23.190290",广州利海酒店物业管理有限公司,2017/5/12,3700,12,,60000,87-88,待洽谈,,广州
248,,君林天下,天源路绿洲街38号君林天下,"113.372366,23.194634",广州利海酒店管理有限公司,2011/12/1,778,3,,60000,87-88,待洽谈,,广州
249,,景安花园,天河区珠吉路5号,"113.426333,23.115776",广州莱茵物业管理有限公司,2006/1/1,1000,3,,60000,87-88,待洽谈,,广州
250,,联合派出所科学城警卫室,伴绿路11号,"113.432868,23.178081",广州科邦物业管理有限公司,2015/12/17,500,2,,60000,87-88,待洽谈,,广州
251,,云岭花苑,云岭花苑天河区伍仙桥街30号,"113.322620,23.172988",广州凯通物业管理有限公司,2015/1/1,140,0,,60000,87-88,待洽谈,,广州
252,,佳信花园,广东省广州市海珠区新港中路489号佳信花园,113.329677;23.0969435,广州金铭物业管理有限公司,2010/1/1,410,1,,60000,66-106m2,待洽谈,,广州
253,,东圃公安宿舍小区,天力街3号,"113.358386,23.135966",广州辉溢物业管理有限公司,2000/1/1,300,1,,60000,87-88,待洽谈,,广州
254,,东圃公安宿舍,天力街3号,"113.404102,23.116471",广州辉溢物业管理有限公司,1998/1/1,120,0,,60000,87-88,待洽谈,,广州
255,,教师新村,瘦狗岭路463号,"113.326705,23.167058",广州华信物业发展有限公司,2009/1/1,1000,3,,60000,87-88,待洽谈,,广州
256,,华南御景园,岑村路华南植物园东侧（车管所前）,"113.378728,23.173022",广州华昌物业管理有限公司,2010/11/2,4000,13,,60000,87-88,待洽谈,,广州
257,,华顺大厦,豪贤路1号,113.277654;23.129533,广州汉宏物业管理有限公司,2005/6/1,420,1,,60000,88m2,待洽谈,,广州
258,,金坤花园,粤垦路金坤街1号,"113.333754,23.155824",广州港联长江物业有限公司,1999/1/1,800,3,,60000,87-88,待洽谈,,广州
259,,东雅轩,广州市中山二路菜园东75-81号,113.297331;23.225672,广州方圆现代生活服务股份有限公司,2010/1/1,700,2,,60000,70-90m2,待进一步洽谈，已扫盘,,广州
260,,珠江嘉苑,沐陂西路18号大院,"113.391069,23.158393",广州东建物业管理有限公司,2017/6/1,1800,6,,60000,87-88,待洽谈,,广州
261,,翠雅阁,广州市越秀区东兴南路89号翠雅阁西座,113.312769;23.1222889,广州东华物业管理有限公司,2005/1/1,410,1,,60000,49-85m2,待洽谈,,广州
262,,湖滨小区,广州市越秀区大沙头东湖西路湖滨小区,113.286768;23.1168675,广州东华物业管理有限公司,1997/1/1,450,1,,60000,80-116m2,待洽谈,,广州
263,,老干处大院,长兴路291号-293号,"113.355265,23.167611",广州东辰物业管理有限公司,1996,128,0,,60000,87-88,待洽谈,,广州
264,,城建名雅苑,天河东路华阳街103号,"113.330621,23.136472",广州城建开发物业管理有限公司,2004/9/15,1500,5,,60000,87-88,已入柜,,广州
265,,保利康桥,广州市海珠区滨江东路502号保利康桥,"113.289081,23.105596",广州保利城物业管理有限公司,2008,216,1,,60000,55-90m2,已接洽未签约,,广州
266,,中信西关海御花园,南岸路23号中信西关海御花园,"113.235444,23.135102",广东中信物业服务有限公司广州分公司,2015/10/1,400,1,,60000,60-90,待洽谈,,广州
267,,新燕花园,燕岭路28号,"113.327427,23.162985",广东粤垦物业管理有限公司,2004/1/1,900,3,,60000,87-88,待洽谈,,广州
268,,燕塘大院,燕塘路燕塘大院,"113.326721,23.162290",广东粤垦物业管理有限公司,2001/1/1,800,3,,60000,87-88,待洽谈,,广州
269,,天河北苑,沙太南路298号,"113.326705,23.167058",广东燕塘物业管理有限公司,2010/1/1,600,2,,60000,87-88,待洽谈,,广州
270,,红棉苑小区,花地大道260号,"113.232394,23.089848",广东容大物业管理有限公司,1995/1/1,1000,3,,60000,60-90,待洽谈,,广州
271,,金山轩,五山路242号金山轩,"113.353621,23.149275",广东金牌物业管理有限公司,2002/5/1,236,1,,60000,87-88,待洽谈,,广州
272,,东雅轩小区,菜园东75号,113.291732;23.123773,广东嘉兴物业管理有限公司,2012/10/1,546,1,,60000,75-120m2,待洽谈,,广州
273,,东雅兰院,泰兴直街66号,"113.312609,23.128508",广东嘉兴物业管理有限公司,2000/5/1,200,1,,60000,87-88,待洽谈,,广州
274,,源泉广场,天源路130-144号,"113.353548,23.179564",广东汇丰物业管理有限公司,1999/7/6,570,2,,60000,87-88,待洽谈,,广州
275,,嘉骏苑,白云路89,113.283512;23.119528,广东华侨物业管理有限公司,2001/1/1,300,1,,60000,55-89m2,待洽谈,,广州
276,,柏涛雅苑,昌岗街道礼岗路6号,113.275212;23.086281,广东宏德科技物业管理有限公司,2002/1/1,280,1,,60000,87-121m2,待洽谈,,广州
277,,海景大厦,棠石路8海景大厦,"113.368620,23.122799",广东海景物业管理有限公司,2006/1/1,300,1,,60000,87-88,待洽谈,,广州
278,,西门口广场小区,广州市荔湾区 中山七路50号西门口广场小区,"113.259233,23.131614",港联物业（广州）有限公司,2008/10/1,667,2,,60000,60-90,待进一步洽谈,,广州
279,,园田居,广州市天河区翰景路天华街44-46号,"113.361313,23.141563",诚德物业,2004/5/1,250,1,,60000,87-88,待洽谈,,广州
280,,麓雅居,广州市恒福路26号麓雅居,"113.282926,23.143033",广州市鼎耀物业管理有限公司,2006/1/1,600,2,,59000,46-75m2,待洽谈,,广州
281,,美林海岸,科韵路员村四横路棕林街41号,113.372815;23.113114,清远市美林商务服务有限公司,2005,2922,9,6,58000,80m2,已入柜,,广州
282,,湖滨苑梅花楼,大沙头三马路40号,113.286329;23.116851,广州宜家创生物业管理有限公司,2005/1/1,350,1,,58000,56-96m2,待进一步洽谈,,广州
283,,淘金大厦中塔,广州市越秀区恒福路94号淘金大厦中塔,113.287261;23.1434407,广州市三原物业管理有限公司,2006/1/1,800,2,,58000,53-89m2,待洽谈,,广州
284,,金帼大厦,广州市越秀区明月一路10、12号金帼大厦,113.312911;23.115231,广州市金屹物业管理有限公司,2008/1/1,200,1,,58000,57-99m2,待洽谈,,广州
285,,恒华阁,广东省广州市越秀区淘金北路71-73号,113.293728;23.14897,广州市城启物业管理有限公司,2000/8/1,420,1,,58000,76-136m2,待进一步洽谈，已扫盘,,广州
286,,名都花园,广州市纺织路1号名都一街5号名都花园,113.275268;23.109414,中海物业管理有限公司,2001,1000,3,,57000,65-126m2,待进一步洽谈，已扫盘,,广州
287,,中海锦苑,广州市海珠区滨江东路961号,113.320289;23.110534,中海物业管理有限公司,2013/1/1,350,1,,57000,75-134m2,待进一步洽谈，已扫盘,,广州
288,,中海锦榕湾,工业大道北榕景路112号至166号,113.258734;23.085258,中海物业管理有限公司,2010/6/1,1728,6,,57000,75-135m2,待进一步洽谈，已扫盘,,广州
289,,中海橡园国际,水榕路83、85号 ,113.258309;23.087916,中海物业管理有限公司,2012,800,2,,57000,98-155m2,待进一步洽谈，已扫盘,,广州
290,,中海名都花园,纺织路1号,113.277163;23.108766,中海物业管理有限公司,2013,3300,10,,57000,101-156m2,待进一步洽谈，已扫盘,,广州
291,,世港国际公寓,广东省广州市海珠区新港东路192-198号,113.347546;23.097425,世港物业,2004/1/1,450,1,,57000,55-96m2,待洽谈,,广州
292,,中顺华苑,工业大道南永翠路2-14号,113.291222;23.073093,深圳市盛孚物业管理股份有限公司广州分公司,2010/5/1,350,1,,57000,60-121m2,待洽谈,,广州
293,,信达阳光海岸,下渡路信泰街1—9号信达阳光海岸,113.305494;23.103457,深圳市百利行物业管理发展有限公司广州分公司,2008/8/1,450,1,,57000,78-128m2,待洽谈,,广州
294,,嘉富广场,广州市越秀区水荫路57号嘉富广场,113.317637;23.1455050,华侨物业管理有限公司,2013/1/1,1500,5,,57000,55-89m2,待洽谈,,广州
295,,瑞兴大厦小区,广州市越秀区东风中路350号瑞兴大厦小区,113.269667;23.130683,广州珠江物业酒店管理有限公司瑞兴大厦管理处,2000/1/1,250,1,,57000,56-79m2,待进一步洽谈,,广州
296,,金晖楼,广州市越秀区永泰路56号金晖楼,113.290606;23.1430295,广州珠江物业管理有限公司,1997/1/1,800,2,,57000,40-95m2,待洽谈,,广州
297,,珠江御景湾,南洲路118号,113.338603;23.050217,广州珠光物业管理有限公司,2006/6/1,1300,4,,57000,121-156m2,待洽谈,,广州
298,,南洲名苑,广州市海珠区南洲路怡乐街104号,113.295847;23.066435,广州中望物业管理有限公司,1995/1/1,1200,4,,57000,73-106m2,待洽谈,,广州
299,,阳光名苑,工业大道北175号,113.263893;23.085242,广州粤信物业经营管理有限公司,2005/12/1,300,1,,57000,55-75m2,待洽谈,,广州
300,,可逸家园,广州市海珠区江南西青柳大街,"113.269532,23.092022",广州越秀物业发展有限公司 ,2012,590,1,1,57000,90m2,已入柜,,广州
301,,翔韵雅居,广州市海珠下渡路雅乐街43至59号翔韵雅居,113.316369;23.106146,广州益鹏物业管理有限公司,2010/5/1,297,1,,57000,75-95m2,待洽谈,,广州
302,,朗晴居,广州市海珠区滨江中路草芳围2号朗晴居,113.273195;23.1073245,广州宜家创生物业管理有限公司,2006/1/1,1000,3,,57000,60-106m2,待进一步洽谈,,广州
303,,怡安花园,怡安路与江湾路交界,113.274978;23.108656,广州宜家创生物业管理有限公司,2011/1/1,890,2,,57000,60-85m2,待进一步洽谈,,广州
304,,怡安花园2号岗,怡安路与江湾路路口,113.274978;23.108656,广州宜家创生物业管理有限公司,2006/1/1,890,2,,57000,59-101m2,待进一步洽谈,,广州
305,,天立俊园,滨江东路1008号,113.314092;23.103887,广州天立物业管理有限公司,2009/1/1,600,2,,57000,65-96m2,待洽谈,,广州
306,,顺意花园,江燕路288号,113.268066;23.079497,广州天力物业发展有限公司,2009/4/1,1470,4,,57000,75-126m2,待进一步洽谈,,广州
307,,领江一号,艺景路领江东街8号,113.316257;23.100242,广州天绰物业管理有限公司,2015/2/1,150,1,,57000,70-116m2,待洽谈,,广州
308,,同福睿府,同福东路608号 ,113.273527;23.112679,广州市正颐物业服务有限公司,2014/6/27,450,1,,57000,55-93m2,待洽谈,,广州
309,,银山尚橙,革新路以东(新民五街以北地段)银山尚橙,113.259773;23.100603,广州市云中物业管理有限公司,2013/6/1,209,1,,57000,57-83m2,待洽谈,,广州
310,,同乐大厦,同福中路450-478号,113.263864;23.106160,广州市粤胜物业管理有限公司,2009/1/1,330,1,,57000,42-85m2,待洽谈,,广州
311,,尚东峰景,南洲北路峰景东街5号至9号,113.310137;23.078139,广州市馨雅物业管理有限公司,2010/1/1,700,2,,57000,98-136m2,待洽谈,,广州
312,,顺华名庭,广州市海珠新港西路144号顺华名庭,113.298054;23.093628,广州市屋川物业管理有限公司,2001/3/1,382,1,,57000,75-126m2,待洽谈,,广州
313,,南村大楼宿舍,南村路泰山庙前3号之6,113.267086;23.099977,广州市维维中介物业管理有限公司,1999/5/1,320,1,,57000,70-135m2,待洽谈,,广州
314,,万科华庭,广东省广州市同福西路199号万科华庭进正门的右手边,113.259606;23.108831,广州市万科物业管理有限公司,2012/1/1,396,1,,57000,55-105m2,待进一步洽谈，已扫盘,,广州
315,,润泰大厦,江泰路51号,113.289807;23.089035,广州市同庆物业管理有限公司,1999/1/1,400,1,,57000,55-101m2,待洽谈,,广州
316,,穗龙花园,宝岗大道,113.269622;23.102413,广州市水泊经济贸易有限公司,2002/1/1,200,1,,57000,75-126m2,待洽谈,,广州
317,,时代廊桥,广州市海珠区南洲路66号,"113.318858,23.064592",广州市时代邻里邦网络科技有限公司,2005/12/1,574,1,,57000,98-126m2,已入柜,,广州
318,,星辉豪庭,江南大道南368号,113.267887;23.100022,广州市南越物业管理有限公司,2004/1/1,400,1,,57000,75-126m2,待洽谈,,广州
319,,南珠广场北区,江燕路231号南珠广场北区,113.279981;23.081503,广州市力协物业管理有限公司,2002/1/1,900,3,,57000,75-126m2,待洽谈,,广州
320,,晓港花园,前进路前桂大街19号,113.280015;23.098101,广州市金鸣物业管理有限公司,1998/10/1,280,1,,57000,75-126m2,待洽谈,,广州
321,,杏坛小区,宝岗大道杏林大街1-6、9-10、15-19杏林小区,113.267345;23.09766,广州市金点物业管理有限公司,2000/6/1,740,2,,57000,60-85m2,待进一步洽谈,,广州
322,,银珠苑,广州市海珠区海联路4号银珠苑,113.291953;23.107634,广州市嘉寓物业管理有限公司,2001/10/1,200,1,,57000,60-85m2,待洽谈,,广州
323,,嘉颐居,建设二马路东六街9号,113.282711;23.134803,广州市嘉颐物业管理有限公司,2005/7/1,360,1,,57000,56-109m2,待洽谈,,广州
324,,侨城花园,广东省广州市海珠区江南大道南86号,113.298063;23.074947,广州市城启物业管理有限公司,1997/10/1,329,1,,57000,65-101m2,待进一步洽谈，已扫盘,,广州
325,,学林华轩,广东省广州市海珠区南村路30号,113.267824;23.1038811,广州市城启物业管理有限公司,2002/3/1,210,1,,57000,60-85m2,待进一步洽谈，已扫盘,,广州
326,,世港花园,新港东路404号,113.347728;23.097872,广州世港物业管理有限公司,2003/1/1,600,2,,57000,95-156m2,待洽谈,,广州
327,,中旅侨苑,昌岗中路166号,113.280429;23.093275,广州启骏物业管理有限公司,2017/3/15,700,2,,57000,60-85m2,待洽谈,,广州
328,,畔江花园,新港东路畔江内街11号,113.348876;23.097106,广州畔江物业管理有限公司,2001/1/1,350,1,,57000,95-156m2,待洽谈,,广州
329,,世纪云顶雅苑,云顶街19、21、23、27号,113.310983;23.099616,广州莱佛士物业服务有限公司海珠分公司,2009/4/3,1000,3,,57000,75-126m2,待洽谈,,广州
330,,新城市滨江花园,海印桥,113.284465;23.105319,广州康都物业管理服务有限公司,2003/4/1,587,1,,57000,75-126m2,待洽谈,,广州
331,,润田雅苑,南田路润田街3-19号,113.261325;23.099557,广州虹宇物业管理有限公司,2007/5/1,384,1,,57000,55-136m2,待洽谈,,广州
332,,雅致花园,广州市海珠海珠区工业大道373号雅致花园,113.274496;23.0733999,广州宏康房地产有限公司,2002/1/1,400,1,,57000,66-124m2,待洽谈,,广州
333,,兰亭御园,南华中路御园街1--13号,113.257574;23.105333,广州广电物业管理有限公司,2008/5/1,600,2,,57000,75-126m2,待洽谈,,广州
334,,琴海居,艺洲路47号,113.323764;23.111335,广州东华物业管理有限公司,2017/2/16,450,1,,57000,75-120m2,待洽谈,,广州
335,,新理想华庭,江丽路2-42号,113.323447;23.112018,广州东华物业管理有限公司,2017/2/16,350,1,,57000,75-126m2,待洽谈,,广州
336,,松园大厦,前进路44-50号,113.274378;23.102094,广州大鹏物业管理有限公司,2004/3/1,300,1,,57000,75-126m2,待洽谈,,广州
337,,尚领雅筑,东晓南路尚领二街5号,113.294666;23.079202,广州常泰物业管理有限公司海珠分公司,2007/1/1,300,1,,57000,56-77m2,待洽谈,,广州
338,,丽海雅居,滨江中路东沙街28号至38号丽海雅居,113.281883;23.108796,广州百力物业管理有限公司,2010/7/1,250,1,,57000,50-135m2,待洽谈,,广州
339,,利安花园,艺苑路利安三街,113.329528;23.110316,广州百力物业管理有限公司,1999/4/11,1081,3,,57000,75-126m2,待洽谈,,广州
340,,南洲路公安宿舍,南洲路700号公安宿舍,113.308833;23.077523,广东省粤安物业管理有限公司,1998/2/1,589,1,,57000,73-122m2,待洽谈,,广州
341,,晓安苑,泰沙路逸安街48号晓安苑,113.291177;23.091273,广东省粤安物业管理有限公司,1998,525,1,,57000,59-96m2,待洽谈,,广州
